110,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-04-01 01:01:00,1
2019-04-01 01:38:00,9
2019-04-01 08:24:00,1
2019-04-01 10:57:00,9
2019-04-01 10:58:00,1
2019-04-01 12:01:00,1
2019-04-01 12:58:00,1
2019-04-01 13:03:00,9
2019-04-01 13:48:00,6
2019-04-01 13:49:00,3
2019-04-01 13:57:00,1
2019-04-01 14:29:00,1
2019-04-01 14:50:00,9
2019-04-01 14:52:00,9
2019-04-01 14:57:00,1
2019-04-01 15:18:00,9
2019-04-01 15:59:00,1
2019-04-01 16:07:00,1
2019-04-01 16:29:00,1
2019-04-01 16:58:00,1
2019-04-01 17:29:00,1
2019-04-01 17:37:00,1
2019-04-01 17:38:00,1
2019-04-01 17:58:00,1
2019-04-01 18:04:00,1
2019-04-01 18:05:00,1
2019-04-01 18:09:00,3
2019-04-01 18:10:00,6
2019-04-01 18:11:00,1
2019-04-01 18:12:00,10
2019-04-01 18:29:00,1
2019-04-01 18:31:00,2
2019-04-01 18:33:00,1
2019-04-01 18:34:00,1
2019-04-01 18:36:00,1
2019-04-01 18:58:00,1
2019-04-01 19:29:00,1
2019-04-01 19:58:00,1
