36,SELECT * FROM class_#
2019-04-01 13:57:00,3
2019-04-01 14:04:00,2
2019-04-01 14:05:00,4
2019-04-01 14:06:00,4
2019-04-01 14:07:00,4
2019-04-01 14:08:00,4
2019-04-01 14:09:00,4
2019-04-01 14:10:00,4
2019-04-01 14:11:00,4
2019-04-01 14:12:00,3
