44,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-04-01 09:39:00,1
2019-04-01 09:49:00,1
2019-04-01 10:28:00,1
2019-04-01 10:49:00,1
2019-04-01 12:51:00,3
2019-04-01 13:01:00,1
2019-04-01 13:03:00,1
2019-04-01 13:12:00,1
2019-04-01 13:21:00,1
2019-04-01 13:25:00,1
2019-04-01 13:33:00,1
2019-04-01 13:43:00,1
2019-04-01 13:52:00,1
2019-04-01 13:55:00,1
2019-04-01 13:58:00,2
2019-04-01 13:59:00,1
2019-04-01 14:01:00,1
2019-04-01 14:11:00,1
2019-04-01 14:28:00,1
2019-04-01 14:30:00,1
2019-04-01 14:34:00,1
2019-04-01 14:35:00,1
2019-04-01 14:37:00,1
2019-04-01 14:42:00,2
2019-04-01 14:44:00,1
2019-04-01 14:45:00,1
2019-04-01 14:48:00,1
2019-04-01 14:50:00,1
2019-04-01 14:51:00,1
2019-04-01 14:53:00,1
2019-04-01 17:36:00,2
2019-04-01 17:37:00,1
2019-04-01 17:52:00,1
2019-04-01 18:11:00,2
2019-04-01 18:12:00,1
2019-04-01 19:20:00,1
2019-04-01 19:26:00,1
2019-04-01 20:01:00,1
