19,"SELECT TOP # &&& + cast(p.objId as varchar(#)) +&&& + cast(p.objId as varchar(#)) + &&& as objID,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-04-01 08:22:00,1
2019-04-01 10:08:00,1
2019-04-01 11:21:00,1
2019-04-01 11:27:00,2
2019-04-01 11:28:00,4
2019-04-01 11:29:00,3
2019-04-01 11:30:00,4
2019-04-01 11:31:00,1
2019-04-01 18:21:00,1
2019-04-01 21:05:00,1
