10,"select SUBSTRING([Name], #, #) AS FirstLetter from chinook.Artist"
2019-04-22 12:04:00,3
2019-04-22 12:09:00,1
2019-04-22 12:21:00,2
2019-04-22 12:22:00,3
2019-04-22 12:23:00,1
