44,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-04-22 00:09:00,1
2019-04-22 00:39:00,1
2019-04-22 01:09:00,1
2019-04-22 01:13:00,1
2019-04-22 01:28:00,1
2019-04-22 01:31:00,1
2019-04-22 01:32:00,1
2019-04-22 01:34:00,1
2019-04-22 01:52:00,1
2019-04-22 01:54:00,1
2019-04-22 02:15:00,1
2019-04-22 02:27:00,1
2019-04-22 02:33:00,1
2019-04-22 02:44:00,2
2019-04-22 03:12:00,1
2019-04-22 03:23:00,1
2019-04-22 03:37:00,2
2019-04-22 03:38:00,1
2019-04-22 03:49:00,1
2019-04-22 03:58:00,2
2019-04-22 04:12:00,1
2019-04-22 04:18:00,2
2019-04-22 04:33:00,1
2019-04-22 04:48:00,1
2019-04-22 05:06:00,1
2019-04-22 05:16:00,1
2019-04-22 05:18:00,2
2019-04-22 06:42:00,1
2019-04-22 07:39:00,1
2019-04-22 08:12:00,2
2019-04-22 10:09:00,1
2019-04-22 10:14:00,3
2019-04-22 10:44:00,1
2019-04-22 10:47:00,1
2019-04-22 10:51:00,1
2019-04-22 11:08:00,1
