110,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-04-22 00:48:00,1
2019-04-22 01:36:00,2
2019-04-22 01:37:00,1
2019-04-22 01:41:00,1
2019-04-22 01:42:00,1
2019-04-22 01:47:00,1
2019-04-22 02:46:00,1
2019-04-22 03:46:00,1
2019-04-22 04:49:00,1
2019-04-22 05:46:00,1
2019-04-22 06:47:00,1
2019-04-22 07:46:00,1
2019-04-22 08:41:00,9
2019-04-22 08:48:00,1
2019-04-22 08:56:00,1
2019-04-22 08:58:00,1
2019-04-22 08:59:00,2
2019-04-22 09:23:00,9
2019-04-22 09:47:00,1
2019-04-22 10:47:00,1
2019-04-22 11:47:00,1
2019-04-22 12:01:00,9
2019-04-22 12:21:00,9
2019-04-22 12:27:00,9
2019-04-22 12:48:00,1
2019-04-22 13:45:00,1
2019-04-22 13:47:00,1
2019-04-22 13:49:00,1
2019-04-22 13:51:00,2
2019-04-22 14:02:00,9
2019-04-22 14:15:00,1
2019-04-22 14:31:00,1
2019-04-22 14:32:00,2
2019-04-22 14:47:00,1
2019-04-22 15:03:00,9
2019-04-22 15:47:00,1
2019-04-22 15:55:00,8
2019-04-22 15:56:00,1
2019-04-22 16:47:00,1
2019-04-22 17:46:00,1
2019-04-22 17:57:00,1
2019-04-22 18:47:00,1
2019-04-22 19:48:00,1
