3404,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-04-22 00:00:00,1
2019-04-22 00:01:00,1
2019-04-22 00:02:00,1
2019-04-22 00:03:00,2
2019-04-22 00:07:00,1
2019-04-22 00:08:00,15
2019-04-22 00:09:00,1
2019-04-22 00:10:00,1
2019-04-22 00:11:00,2
2019-04-22 00:12:00,1
2019-04-22 00:13:00,1
2019-04-22 00:15:00,1
2019-04-22 00:16:00,1
2019-04-22 00:18:00,1
2019-04-22 00:20:00,1
2019-04-22 00:22:00,1
2019-04-22 00:23:00,2
2019-04-22 00:28:00,1
2019-04-22 00:30:00,2
2019-04-22 00:31:00,1
2019-04-22 00:34:00,1
2019-04-22 00:35:00,1
2019-04-22 00:38:00,12
2019-04-22 00:39:00,1
2019-04-22 00:40:00,1
2019-04-22 00:41:00,1
2019-04-22 00:42:00,1
2019-04-22 00:43:00,1
2019-04-22 00:44:00,2
2019-04-22 00:45:00,1
2019-04-22 00:47:00,1
2019-04-22 00:48:00,1
2019-04-22 00:50:00,1
2019-04-22 00:54:00,1
2019-04-22 00:58:00,1
2019-04-22 00:59:00,2
2019-04-22 01:00:00,1
2019-04-22 01:01:00,1
2019-04-22 01:02:00,1
2019-04-22 01:04:00,1
2019-04-22 01:05:00,1
2019-04-22 01:06:00,2
2019-04-22 01:08:00,11
2019-04-22 01:09:00,1
2019-04-22 01:10:00,1
2019-04-22 01:11:00,1
2019-04-22 01:12:00,3
2019-04-22 01:13:00,1
2019-04-22 01:15:00,1
2019-04-22 01:16:00,1
2019-04-22 01:17:00,1
2019-04-22 01:20:00,1
2019-04-22 01:22:00,1
2019-04-22 01:24:00,1
2019-04-22 01:25:00,1
2019-04-22 01:26:00,1
2019-04-22 01:27:00,19
2019-04-22 01:28:00,2
2019-04-22 01:29:00,1
2019-04-22 01:30:00,1
2019-04-22 01:31:00,25
2019-04-22 01:32:00,23
2019-04-22 01:33:00,45
2019-04-22 01:34:00,2
2019-04-22 01:35:00,1
2019-04-22 01:41:00,2
2019-04-22 01:42:00,1
2019-04-22 01:43:00,1
2019-04-22 01:45:00,1
2019-04-22 01:46:00,1
2019-04-22 01:47:00,1
2019-04-22 01:48:00,1
2019-04-22 01:49:00,1
2019-04-22 01:51:00,8
