91,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-22 00:09:00,1
2019-04-22 00:39:00,1
2019-04-22 01:09:00,1
2019-04-22 01:13:00,1
2019-04-22 01:28:00,1
2019-04-22 01:31:00,1
2019-04-22 01:32:00,1
2019-04-22 01:34:00,6
2019-04-22 01:52:00,1
2019-04-22 01:54:00,1
2019-04-22 02:11:00,1
2019-04-22 02:15:00,6
2019-04-22 02:27:00,1
2019-04-22 02:33:00,1
2019-04-22 02:43:00,1
2019-04-22 02:44:00,2
2019-04-22 03:06:00,1
2019-04-22 03:12:00,6
2019-04-22 03:23:00,1
2019-04-22 03:35:00,1
2019-04-22 03:37:00,2
2019-04-22 03:38:00,1
2019-04-22 03:42:00,1
2019-04-22 03:49:00,1
2019-04-22 03:55:00,1
2019-04-22 03:58:00,2
2019-04-22 04:12:00,1
2019-04-22 04:18:00,2
2019-04-22 04:33:00,1
2019-04-22 04:48:00,1
2019-04-22 05:06:00,3
2019-04-22 05:16:00,1
2019-04-22 05:17:00,1
2019-04-22 05:18:00,2
2019-04-22 06:42:00,1
2019-04-22 07:15:00,1
2019-04-22 07:21:00,1
2019-04-22 07:22:00,1
2019-04-22 07:39:00,1
2019-04-22 07:40:00,1
2019-04-22 08:12:00,2
2019-04-22 08:28:00,1
2019-04-22 10:09:00,6
2019-04-22 10:14:00,3
2019-04-22 10:40:00,1
2019-04-22 10:42:00,6
2019-04-22 10:43:00,1
2019-04-22 10:44:00,1
2019-04-22 10:47:00,6
2019-04-22 10:51:00,1
2019-04-22 11:08:00,1
