69,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-08-09 03:03:00,1
2019-08-09 03:06:00,2
2019-08-09 03:07:00,1
2019-08-09 03:10:00,1
2019-08-09 03:14:00,1
2019-08-09 03:45:00,1
2019-08-09 07:26:00,4
2019-08-09 07:27:00,4
2019-08-09 09:45:00,1
2019-08-09 09:56:00,1
2019-08-09 10:26:00,1
2019-08-09 10:32:00,1
2019-08-09 10:45:00,1
2019-08-09 12:15:00,1
2019-08-09 12:17:00,1
2019-08-09 12:35:00,1
2019-08-09 12:36:00,1
2019-08-09 12:38:00,1
2019-08-09 12:40:00,2
2019-08-09 12:45:00,1
2019-08-09 12:53:00,2
2019-08-09 13:06:00,1
2019-08-09 13:15:00,3
2019-08-09 13:16:00,3
2019-08-09 13:17:00,1
2019-08-09 13:47:00,1
2019-08-09 14:24:00,1
2019-08-09 14:34:00,1
2019-08-09 15:01:00,1
2019-08-09 15:18:00,1
2019-08-09 15:21:00,1
2019-08-09 15:23:00,1
2019-08-09 15:24:00,3
2019-08-09 15:26:00,1
2019-08-09 15:27:00,1
2019-08-09 15:28:00,1
2019-08-09 15:33:00,1
2019-08-09 15:44:00,1
2019-08-09 15:48:00,1
2019-08-09 16:09:00,1
2019-08-09 17:49:00,2
2019-08-09 18:04:00,2
2019-08-09 18:07:00,1
2019-08-09 18:08:00,1
2019-08-09 18:11:00,2
2019-08-09 18:15:00,1
2019-08-09 18:16:00,1
2019-08-09 18:18:00,1
2019-08-09 18:21:00,1
2019-08-09 21:35:00,1
2019-08-09 22:42:00,1
