322,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-08-09 06:26:00,4
2019-08-09 06:27:00,4
2019-08-09 07:06:00,5
2019-08-09 07:07:00,7
2019-08-09 07:08:00,8
2019-08-09 07:09:00,6
2019-08-09 07:10:00,6
2019-08-09 07:11:00,8
2019-08-09 07:12:00,8
2019-08-09 07:13:00,8
2019-08-09 07:18:00,4
2019-08-09 07:19:00,4
2019-08-09 07:22:00,6
2019-08-09 07:23:00,6
2019-08-09 07:24:00,3
2019-08-09 07:25:00,9
2019-08-09 07:27:00,6
2019-08-09 07:28:00,8
2019-08-09 07:29:00,4
2019-08-09 07:30:00,12
2019-08-09 07:31:00,4
2019-08-09 07:32:00,4
2019-08-09 07:33:00,4
2019-08-09 07:34:00,4
2019-08-09 07:35:00,4
2019-08-09 07:36:00,7
2019-08-09 07:37:00,1
2019-08-09 07:38:00,8
2019-08-09 07:39:00,4
2019-08-09 07:40:00,4
2019-08-09 07:41:00,4
2019-08-09 07:42:00,4
2019-08-09 07:44:00,4
2019-08-09 07:45:00,4
2019-08-09 07:46:00,6
2019-08-09 07:47:00,6
2019-08-09 07:48:00,7
2019-08-09 07:49:00,9
2019-08-09 07:50:00,6
2019-08-09 07:51:00,8
2019-08-09 07:52:00,8
2019-08-09 07:53:00,4
2019-08-09 07:55:00,4
2019-08-09 07:56:00,4
2019-08-09 07:57:00,4
2019-08-09 07:58:00,6
2019-08-09 07:59:00,6
2019-08-09 08:03:00,4
2019-08-09 08:04:00,4
2019-08-09 08:07:00,4
2019-08-09 08:13:00,8
2019-08-09 08:15:00,4
2019-08-09 08:16:00,4
2019-08-09 08:17:00,4
2019-08-09 08:18:00,4
2019-08-09 08:19:00,4
2019-08-09 08:20:00,2
2019-08-09 08:21:00,2
2019-08-09 17:14:00,2
2019-08-09 18:05:00,2
2019-08-09 18:07:00,4
2019-08-09 18:08:00,2
2019-08-09 18:10:00,4
