16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-09 14:07:00,1
2019-08-09 14:22:00,1
2019-08-09 14:28:00,1
2019-08-09 14:34:00,1
2019-08-09 14:36:00,1
2019-08-09 14:42:00,1
2019-08-09 14:51:00,1
2019-08-09 14:55:00,1
2019-08-09 15:12:00,1
2019-08-09 15:14:00,1
2019-08-09 15:27:00,1
2019-08-09 15:30:00,1
2019-08-09 16:31:00,1
2019-08-09 16:39:00,1
2019-08-09 16:51:00,1
2019-08-09 17:01:00,1
