414,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-09 00:36:00,3
2019-08-09 00:37:00,2
2019-08-09 00:38:00,1
2019-08-09 00:42:00,1
2019-08-09 00:43:00,9
2019-08-09 00:45:00,2
2019-08-09 00:47:00,2
2019-08-09 00:50:00,6
2019-08-09 00:51:00,4
2019-08-09 00:53:00,2
2019-08-09 00:55:00,2
2019-08-09 00:57:00,8
2019-08-09 00:58:00,2
2019-08-09 00:59:00,2
2019-08-09 01:02:00,2
2019-08-09 01:05:00,8
2019-08-09 01:06:00,2
2019-08-09 01:07:00,2
2019-08-09 01:10:00,2
2019-08-09 01:12:00,2
2019-08-09 01:13:00,2
2019-08-09 01:15:00,1
2019-08-09 01:17:00,2
2019-08-09 01:19:00,2
2019-08-09 01:20:00,5
2019-08-09 01:22:00,1
2019-08-09 01:24:00,2
2019-08-09 01:27:00,4
2019-08-09 01:29:00,1
2019-08-09 01:32:00,2
2019-08-09 01:35:00,4
2019-08-09 01:38:00,1
2019-08-09 01:42:00,2
2019-08-09 01:43:00,3
2019-08-09 01:44:00,2
2019-08-09 01:47:00,2
2019-08-09 01:49:00,1
2019-08-09 01:50:00,8
2019-08-09 01:52:00,2
2019-08-09 01:54:00,2
2019-08-09 01:57:00,6
2019-08-09 01:59:00,2
2019-08-09 02:01:00,2
2019-08-09 02:04:00,9
2019-08-09 02:06:00,2
2019-08-09 02:11:00,8
2019-08-09 02:12:00,2
2019-08-09 02:13:00,2
2019-08-09 02:15:00,1
2019-08-09 02:16:00,1
2019-08-09 02:18:00,7
2019-08-09 02:19:00,2
2019-08-09 02:20:00,2
2019-08-09 02:23:00,2
2019-08-09 02:25:00,4
2019-08-09 02:26:00,6
2019-08-09 02:27:00,2
2019-08-09 02:30:00,2
2019-08-09 02:35:00,8
2019-08-09 02:36:00,2
2019-08-09 02:37:00,1
2019-08-09 02:40:00,2
2019-08-09 02:44:00,1
2019-08-09 02:45:00,4
2019-08-09 02:47:00,2
2019-08-09 02:52:00,2
2019-08-09 02:53:00,1
2019-08-09 02:54:00,1
2019-08-09 02:59:00,4
2019-08-09 03:00:00,2
2019-08-09 03:01:00,3
2019-08-09 03:05:00,2
2019-08-09 03:06:00,1
2019-08-09 03:07:00,4
2019-08-09 03:08:00,1
2019-08-09 03:49:00,1
2019-08-09 03:50:00,2
2019-08-09 03:53:00,1
2019-08-09 04:10:00,7
2019-08-09 04:11:00,2
2019-08-09 04:13:00,1
2019-08-09 04:28:00,1
2019-08-09 04:29:00,2
2019-08-09 04:31:00,1
2019-08-09 04:35:00,4
2019-08-09 04:36:00,4
2019-08-09 04:39:00,3
2019-08-09 04:41:00,2
2019-08-09 04:57:00,6
2019-08-09 04:59:00,1
2019-08-09 05:04:00,2
2019-08-09 05:15:00,1
2019-08-09 05:16:00,2
2019-08-09 05:19:00,1
2019-08-09 05:34:00,1
2019-08-09 05:35:00,2
2019-08-09 05:38:00,1
2019-08-09 05:42:00,8
2019-08-09 05:43:00,2
2019-08-09 05:44:00,1
2019-08-09 05:46:00,2
2019-08-09 06:31:00,8
2019-08-09 06:32:00,2
2019-08-09 06:33:00,1
2019-08-09 06:36:00,2
2019-08-09 06:45:00,3
2019-08-09 06:46:00,4
2019-08-09 06:47:00,2
2019-08-09 06:48:00,1
2019-08-09 07:12:00,6
2019-08-09 07:13:00,2
2019-08-09 07:14:00,4
2019-08-09 07:16:00,2
2019-08-09 07:26:00,8
2019-08-09 07:28:00,4
2019-08-09 07:30:00,1
2019-08-09 07:31:00,1
2019-08-09 07:40:00,6
2019-08-09 07:41:00,4
2019-08-09 07:43:00,2
2019-08-09 07:45:00,2
2019-08-09 07:54:00,4
2019-08-09 07:55:00,2
2019-08-09 07:57:00,2
2019-08-09 07:58:00,2
2019-08-09 07:59:00,2
2019-08-09 09:11:00,3
2019-08-09 09:12:00,2
2019-08-09 09:13:00,1
2019-08-09 09:17:00,2
2019-08-09 09:32:00,6
2019-08-09 09:33:00,2
2019-08-09 09:34:00,2
2019-08-09 09:38:00,2
2019-08-09 09:52:00,4
2019-08-09 09:53:00,5
2019-08-09 09:54:00,1
2019-08-09 09:55:00,2
2019-08-09 09:59:00,2
2019-08-09 10:12:00,4
2019-08-09 10:13:00,2
2019-08-09 10:14:00,3
2019-08-09 10:16:00,2
2019-08-09 10:18:00,1
2019-08-09 10:19:00,1
2019-08-09 10:33:00,7
2019-08-09 10:34:00,2
2019-08-09 10:35:00,2
2019-08-09 10:39:00,2
