9661,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-08-09 02:20:00,124
2019-08-09 02:21:00,125
2019-08-09 02:22:00,26
2019-08-09 02:23:00,141
2019-08-09 02:24:00,134
2019-08-09 02:25:00,99
2019-08-09 02:26:00,48
2019-08-09 02:27:00,74
2019-08-09 02:28:00,72
2019-08-09 02:29:00,147
2019-08-09 02:30:00,117
2019-08-09 02:31:00,127
2019-08-09 02:32:00,85
2019-08-09 02:33:00,77
2019-08-09 02:34:00,82
2019-08-09 02:35:00,89
2019-08-09 02:36:00,53
2019-08-09 02:37:00,80
2019-08-09 02:38:00,74
2019-08-09 02:39:00,111
2019-08-09 02:40:00,56
2019-08-09 02:41:00,56
2019-08-09 02:42:00,6
2019-08-09 02:43:00,64
2019-08-09 02:44:00,97
2019-08-09 02:45:00,64
2019-08-09 02:46:00,60
2019-08-09 02:47:00,17
2019-08-09 02:48:00,25
2019-08-09 02:49:00,23
2019-08-09 02:50:00,36
2019-08-09 02:51:00,34
2019-08-09 02:52:00,54
2019-08-09 02:53:00,51
2019-08-09 02:54:00,48
2019-08-09 02:55:00,39
2019-08-09 02:56:00,45
2019-08-09 02:57:00,40
2019-08-09 02:58:00,14
2019-08-09 03:01:00,106
2019-08-09 03:02:00,84
2019-08-09 03:03:00,74
2019-08-09 03:04:00,25
2019-08-09 03:05:00,37
2019-08-09 03:06:00,54
2019-08-09 03:07:00,34
2019-08-09 03:08:00,133
2019-08-09 03:09:00,123
2019-08-09 03:10:00,80
2019-08-09 03:11:00,102
2019-08-09 03:12:00,36
2019-08-09 03:13:00,84
2019-08-09 03:14:00,23
2019-08-09 03:15:00,67
2019-08-09 03:16:00,85
2019-08-09 03:17:00,54
2019-08-09 03:18:00,66
2019-08-09 03:19:00,32
2019-08-09 03:20:00,47
2019-08-09 03:21:00,33
2019-08-09 03:22:00,34
2019-08-09 03:23:00,29
2019-08-09 03:24:00,93
2019-08-09 03:25:00,111
2019-08-09 03:26:00,67
2019-08-09 03:27:00,89
2019-08-09 03:28:00,51
2019-08-09 03:29:00,10
2019-08-09 03:30:00,74
2019-08-09 03:31:00,111
2019-08-09 03:32:00,55
2019-08-09 03:33:00,34
2019-08-09 03:34:00,35
2019-08-09 03:35:00,60
2019-08-09 03:36:00,78
2019-08-09 03:37:00,54
2019-08-09 03:38:00,83
2019-08-09 03:39:00,11
2019-08-09 03:40:00,75
2019-08-09 03:41:00,59
2019-08-09 03:42:00,63
2019-08-09 03:43:00,36
2019-08-09 03:44:00,31
2019-08-09 03:45:00,70
2019-08-09 03:46:00,98
2019-08-09 03:47:00,73
2019-08-09 03:48:00,43
2019-08-09 03:49:00,39
2019-08-09 03:50:00,49
2019-08-09 03:51:00,8
2019-08-09 03:52:00,15
2019-08-09 03:53:00,46
2019-08-09 03:54:00,56
2019-08-09 03:55:00,53
2019-08-09 03:56:00,42
2019-08-09 03:57:00,13
2019-08-09 03:58:00,22
2019-08-09 09:21:00,1
2019-08-09 12:12:00,1
2019-08-09 17:50:00,51
2019-08-09 17:51:00,3
2019-08-09 17:54:00,1
2019-08-09 17:57:00,2
2019-08-09 17:58:00,4
2019-08-09 17:59:00,5
2019-08-09 18:00:00,3
2019-08-09 18:01:00,4
2019-08-09 18:02:00,7
2019-08-09 18:03:00,7
2019-08-09 18:04:00,9
2019-08-09 18:05:00,9
2019-08-09 18:06:00,4
2019-08-09 18:07:00,11
2019-08-09 18:08:00,9
2019-08-09 18:09:00,14
2019-08-09 18:10:00,14
2019-08-09 18:11:00,14
2019-08-09 18:12:00,18
2019-08-09 18:13:00,17
2019-08-09 18:14:00,19
2019-08-09 18:15:00,21
2019-08-09 18:16:00,22
2019-08-09 18:17:00,20
2019-08-09 18:18:00,20
2019-08-09 18:19:00,22
2019-08-09 18:20:00,24
2019-08-09 18:21:00,23
2019-08-09 18:22:00,23
2019-08-09 18:23:00,25
2019-08-09 18:24:00,24
2019-08-09 18:25:00,24
2019-08-09 18:26:00,24
2019-08-09 18:27:00,22
2019-08-09 18:28:00,25
2019-08-09 18:29:00,25
2019-08-09 18:30:00,26
2019-08-09 18:31:00,25
2019-08-09 18:32:00,25
2019-08-09 18:33:00,25
2019-08-09 18:34:00,27
2019-08-09 18:35:00,26
2019-08-09 18:36:00,27
2019-08-09 18:37:00,26
2019-08-09 18:38:00,27
2019-08-09 18:39:00,27
2019-08-09 18:40:00,28
2019-08-09 18:41:00,26
2019-08-09 18:42:00,27
2019-08-09 18:43:00,25
2019-08-09 18:44:00,28
2019-08-09 18:45:00,28
2019-08-09 18:46:00,27
2019-08-09 18:47:00,28
2019-08-09 18:48:00,27
2019-08-09 18:49:00,28
2019-08-09 18:50:00,27
2019-08-09 18:51:00,26
2019-08-09 18:52:00,28
2019-08-09 18:53:00,28
2019-08-09 18:54:00,26
2019-08-09 18:55:00,26
2019-08-09 18:56:00,8
2019-08-09 18:57:00,16
2019-08-09 18:58:00,25
2019-08-09 18:59:00,25
2019-08-09 19:00:00,24
2019-08-09 19:01:00,24
2019-08-09 19:02:00,24
2019-08-09 19:03:00,24
2019-08-09 19:04:00,24
2019-08-09 19:05:00,24
2019-08-09 19:06:00,17
2019-08-09 19:07:00,22
2019-08-09 19:08:00,24
2019-08-09 19:09:00,25
2019-08-09 19:10:00,24
2019-08-09 19:11:00,18
2019-08-09 19:12:00,24
2019-08-09 19:13:00,22
2019-08-09 19:14:00,24
2019-08-09 19:15:00,25
2019-08-09 19:16:00,23
2019-08-09 19:17:00,23
2019-08-09 19:18:00,23
2019-08-09 19:19:00,23
2019-08-09 19:20:00,21
2019-08-09 19:21:00,23
2019-08-09 19:22:00,22
2019-08-09 19:23:00,23
2019-08-09 19:24:00,22
2019-08-09 19:25:00,23
2019-08-09 19:26:00,24
2019-08-09 19:27:00,24
2019-08-09 19:28:00,21
2019-08-09 19:29:00,17
2019-08-09 19:30:00,14
2019-08-09 19:31:00,14
2019-08-09 19:32:00,15
2019-08-09 19:33:00,14
2019-08-09 19:34:00,14
2019-08-09 19:35:00,13
2019-08-09 19:36:00,17
2019-08-09 19:37:00,21
2019-08-09 19:38:00,22
2019-08-09 19:39:00,22
2019-08-09 19:40:00,22
2019-08-09 19:41:00,22
2019-08-09 19:42:00,22
2019-08-09 19:43:00,22
2019-08-09 19:44:00,22
2019-08-09 19:45:00,21
2019-08-09 19:46:00,22
2019-08-09 19:47:00,21
2019-08-09 19:48:00,23
2019-08-09 19:49:00,22
2019-08-09 19:50:00,22
2019-08-09 19:51:00,23
2019-08-09 19:52:00,23
2019-08-09 19:53:00,21
2019-08-09 19:54:00,22
2019-08-09 19:55:00,23
2019-08-09 19:56:00,23
2019-08-09 19:57:00,22
2019-08-09 19:58:00,22
2019-08-09 19:59:00,21
2019-08-09 20:00:00,23
2019-08-09 20:01:00,21
2019-08-09 20:02:00,22
2019-08-09 20:03:00,22
2019-08-09 20:04:00,23
2019-08-09 20:05:00,21
2019-08-09 20:06:00,16
2019-08-09 20:07:00,21
2019-08-09 20:08:00,23
2019-08-09 20:09:00,22
2019-08-09 20:10:00,23
2019-08-09 20:11:00,22
2019-08-09 20:12:00,18
2019-08-09 20:15:00,8
2019-08-09 20:16:00,22
2019-08-09 20:17:00,22
2019-08-09 20:18:00,22
2019-08-09 20:19:00,21
2019-08-09 20:20:00,21
2019-08-09 20:21:00,20
2019-08-09 20:22:00,21
2019-08-09 20:23:00,22
2019-08-09 20:24:00,20
