18,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-08-09 09:45:00,1
2019-08-09 10:17:00,1
2019-08-09 10:36:00,1
2019-08-09 10:55:00,1
2019-08-09 11:34:00,1
2019-08-09 11:41:00,1
2019-08-09 11:51:00,1
2019-08-09 12:11:00,1
2019-08-09 12:32:00,1
2019-08-09 12:52:00,1
2019-08-09 13:15:00,1
2019-08-09 13:33:00,1
2019-08-09 13:49:00,1
2019-08-09 14:48:00,1
2019-08-09 15:50:00,1
2019-08-09 16:02:00,1
2019-08-09 16:27:00,1
2019-08-09 16:51:00,1
