30,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-08-09 02:57:00,1
2019-08-09 03:11:00,1
2019-08-09 03:18:00,3
2019-08-09 03:50:00,1
2019-08-09 03:52:00,1
2019-08-09 04:03:00,1
2019-08-09 04:04:00,1
2019-08-09 04:13:00,1
2019-08-09 04:18:00,1
2019-08-09 04:24:00,1
2019-08-09 05:30:00,2
2019-08-09 12:12:00,1
2019-08-09 12:45:00,1
2019-08-09 12:46:00,2
2019-08-09 13:13:00,3
2019-08-09 13:20:00,1
2019-08-09 13:23:00,1
2019-08-09 13:24:00,1
2019-08-09 13:46:00,1
2019-08-09 13:49:00,1
2019-08-09 15:21:00,1
2019-08-09 15:23:00,1
2019-08-09 17:45:00,1
2019-08-09 17:46:00,1
