3341,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-08-09 05:04:00,2
2019-08-09 05:10:00,2
2019-08-09 05:13:00,42
2019-08-09 05:14:00,63
2019-08-09 05:15:00,56
2019-08-09 05:16:00,66
2019-08-09 05:17:00,66
2019-08-09 05:18:00,44
2019-08-09 05:42:00,14
2019-08-09 05:43:00,67
2019-08-09 05:44:00,67
2019-08-09 05:45:00,68
2019-08-09 05:46:00,68
2019-08-09 05:47:00,18
2019-08-09 05:51:00,49
2019-08-09 05:52:00,67
2019-08-09 05:53:00,65
2019-08-09 05:54:00,65
2019-08-09 05:55:00,67
2019-08-09 05:56:00,24
2019-08-09 05:59:00,12
2019-08-09 06:00:00,59
2019-08-09 06:01:00,66
2019-08-09 06:02:00,67
2019-08-09 06:03:00,67
2019-08-09 06:04:00,66
2019-08-09 06:12:00,2
2019-08-09 06:16:00,60
2019-08-09 06:17:00,62
2019-08-09 06:18:00,60
2019-08-09 06:19:00,64
2019-08-09 06:20:00,64
2019-08-09 06:21:00,27
2019-08-09 06:29:00,53
2019-08-09 06:30:00,68
2019-08-09 06:31:00,69
2019-08-09 06:32:00,69
2019-08-09 06:33:00,67
2019-08-09 06:34:00,11
2019-08-09 07:26:00,67
2019-08-09 07:27:00,56
2019-08-09 07:28:00,68
2019-08-09 07:29:00,68
2019-08-09 07:30:00,68
2019-08-09 07:31:00,10
2019-08-09 07:41:00,52
2019-08-09 07:42:00,69
2019-08-09 07:43:00,62
2019-08-09 07:44:00,67
2019-08-09 07:45:00,68
2019-08-09 07:46:00,19
2019-08-09 08:00:00,14
2019-08-09 08:01:00,68
2019-08-09 08:02:00,67
2019-08-09 08:03:00,67
2019-08-09 08:04:00,68
2019-08-09 08:05:00,53
2019-08-09 08:39:00,6
2019-08-09 08:40:00,67
2019-08-09 08:41:00,67
2019-08-09 08:42:00,68
2019-08-09 08:43:00,67
2019-08-09 08:44:00,62
