5,"SELECT id.specobjid_eu, spp.TEFFADOP, spp.FEHADOP from mydb.eu_ids AS id, sppParams AS spp   WHERE id.plate_eu=spp.PLATEID"
2019-08-09 11:34:00,2
2019-08-09 11:36:00,3
