32,select distinct parent from DBViewCols where viewname=&&&
2019-07-30 02:04:00,2
2019-07-30 02:05:00,1
2019-07-30 02:08:00,1
2019-07-30 02:40:00,1
2019-07-30 04:13:00,1
2019-07-30 04:20:00,2
2019-07-30 04:24:00,1
2019-07-30 05:41:00,1
2019-07-30 06:11:00,1
2019-07-30 09:26:00,1
2019-07-30 10:39:00,1
2019-07-30 11:43:00,1
2019-07-30 12:15:00,1
2019-07-30 14:04:00,1
2019-07-30 14:42:00,1
2019-07-30 14:46:00,1
2019-07-30 15:48:00,1
2019-07-30 16:31:00,1
2019-07-30 17:08:00,1
2019-07-30 18:28:00,1
2019-07-30 19:26:00,1
2019-07-30 20:49:00,1
2019-07-30 21:21:00,1
2019-07-30 21:23:00,1
2019-07-30 21:31:00,1
2019-07-30 22:24:00,1
2019-07-30 22:30:00,1
2019-07-30 22:48:00,1
2019-07-30 23:14:00,1
2019-07-30 23:47:00,1
