91,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-07-30 00:46:00,1
2019-07-30 01:45:00,1
2019-07-30 02:46:00,1
2019-07-30 03:45:00,1
2019-07-30 04:45:00,1
2019-07-30 05:45:00,1
2019-07-30 06:34:00,9
2019-07-30 06:46:00,1
2019-07-30 07:45:00,1
2019-07-30 08:44:00,1
2019-07-30 08:45:00,1
2019-07-30 08:48:00,1
2019-07-30 08:54:00,1
2019-07-30 08:55:00,2
2019-07-30 08:56:00,7
2019-07-30 09:45:00,1
2019-07-30 09:51:00,1
2019-07-30 10:19:00,1
2019-07-30 10:20:00,1
2019-07-30 10:46:00,1
2019-07-30 11:46:00,1
2019-07-30 12:46:00,1
2019-07-30 13:45:00,1
2019-07-30 14:08:00,9
2019-07-30 14:37:00,9
2019-07-30 14:44:00,8
2019-07-30 14:45:00,2
2019-07-30 15:45:00,1
2019-07-30 15:50:00,1
2019-07-30 15:56:00,6
2019-07-30 15:57:00,3
2019-07-30 15:58:00,9
2019-07-30 16:45:00,1
2019-07-30 17:45:00,1
2019-07-30 18:46:00,1
2019-07-30 19:45:00,1
2019-07-30 19:53:00,1
