7,select top # * from [tmp6]
2019-07-30 07:51:00,2
2019-07-30 08:23:00,1
2019-07-30 12:09:00,1
2019-07-30 14:47:00,1
2019-07-30 14:57:00,1
2019-07-30 18:59:00,1
