157,select * from XCRedshift where specObjId=#
2019-07-30 00:11:00,1
2019-07-30 00:31:00,1
2019-07-30 00:35:00,1
2019-07-30 00:46:00,1
2019-07-30 01:04:00,1
2019-07-30 01:12:00,1
2019-07-30 01:35:00,1
2019-07-30 01:40:00,1
2019-07-30 01:53:00,1
2019-07-30 02:32:00,1
2019-07-30 02:41:00,1
2019-07-30 03:11:00,1
2019-07-30 03:41:00,2
2019-07-30 03:58:00,1
2019-07-30 04:04:00,1
2019-07-30 04:08:00,1
2019-07-30 04:10:00,1
2019-07-30 04:21:00,1
2019-07-30 04:46:00,1
2019-07-30 04:51:00,1
2019-07-30 05:06:00,1
2019-07-30 05:08:00,1
2019-07-30 05:13:00,2
2019-07-30 05:39:00,2
2019-07-30 05:48:00,1
2019-07-30 05:49:00,1
2019-07-30 06:00:00,1
2019-07-30 06:07:00,1
2019-07-30 06:08:00,1
2019-07-30 06:09:00,1
2019-07-30 06:11:00,1
2019-07-30 06:30:00,1
2019-07-30 06:34:00,1
2019-07-30 06:45:00,1
2019-07-30 07:06:00,1
2019-07-30 07:12:00,2
2019-07-30 07:13:00,2
2019-07-30 07:15:00,1
2019-07-30 07:22:00,1
2019-07-30 07:35:00,1
2019-07-30 07:40:00,1
2019-07-30 07:44:00,1
2019-07-30 08:07:00,1
2019-07-30 08:14:00,1
2019-07-30 08:20:00,1
2019-07-30 08:34:00,1
2019-07-30 08:46:00,1
2019-07-30 08:53:00,1
2019-07-30 09:05:00,1
2019-07-30 09:09:00,1
2019-07-30 09:13:00,2
2019-07-30 09:31:00,1
2019-07-30 09:37:00,1
2019-07-30 09:38:00,1
2019-07-30 09:55:00,1
2019-07-30 10:01:00,1
2019-07-30 10:12:00,3
2019-07-30 10:39:00,1
2019-07-30 10:40:00,1
2019-07-30 10:45:00,1
2019-07-30 10:49:00,1
2019-07-30 11:11:00,1
2019-07-30 11:35:00,1
2019-07-30 11:37:00,1
2019-07-30 11:38:00,1
2019-07-30 11:42:00,1
2019-07-30 11:43:00,1
2019-07-30 11:54:00,1
2019-07-30 12:16:00,1
2019-07-30 12:37:00,1
2019-07-30 12:38:00,1
2019-07-30 13:05:00,1
2019-07-30 13:07:00,1
2019-07-30 13:32:00,1
2019-07-30 13:34:00,1
2019-07-30 13:35:00,1
2019-07-30 13:47:00,1
2019-07-30 13:50:00,1
2019-07-30 13:53:00,1
2019-07-30 14:05:00,1
2019-07-30 14:08:00,3
2019-07-30 14:11:00,1
2019-07-30 14:12:00,2
2019-07-30 14:13:00,1
2019-07-30 14:30:00,1
2019-07-30 14:32:00,1
2019-07-30 14:33:00,1
2019-07-30 14:35:00,1
2019-07-30 14:36:00,1
2019-07-30 14:40:00,2
2019-07-30 15:08:00,1
2019-07-30 15:09:00,1
2019-07-30 15:10:00,1
2019-07-30 15:12:00,1
2019-07-30 15:25:00,1
2019-07-30 15:34:00,1
2019-07-30 15:45:00,1
2019-07-30 15:46:00,1
2019-07-30 15:50:00,1
2019-07-30 16:13:00,1
2019-07-30 16:15:00,1
2019-07-30 16:16:00,1
2019-07-30 16:34:00,1
2019-07-30 16:38:00,1
2019-07-30 16:54:00,1
2019-07-30 16:57:00,1
2019-07-30 17:12:00,1
2019-07-30 17:40:00,1
2019-07-30 18:40:00,1
2019-07-30 19:06:00,1
2019-07-30 19:21:00,1
2019-07-30 19:28:00,2
2019-07-30 19:31:00,1
2019-07-30 19:35:00,2
2019-07-30 19:42:00,1
2019-07-30 19:58:00,1
2019-07-30 21:05:00,1
2019-07-30 21:07:00,1
2019-07-30 21:08:00,1
2019-07-30 21:16:00,1
2019-07-30 21:18:00,1
2019-07-30 21:34:00,1
2019-07-30 21:35:00,1
2019-07-30 21:37:00,1
2019-07-30 21:41:00,1
2019-07-30 21:42:00,1
2019-07-30 21:48:00,1
2019-07-30 22:04:00,1
2019-07-30 22:05:00,1
2019-07-30 22:06:00,1
2019-07-30 22:34:00,1
2019-07-30 22:39:00,1
2019-07-30 22:40:00,1
2019-07-30 23:03:00,1
2019-07-30 23:05:00,2
2019-07-30 23:06:00,1
2019-07-30 23:11:00,3
2019-07-30 23:32:00,1
2019-07-30 23:35:00,1
2019-07-30 23:37:00,1
