34,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-07-30 00:15:00,1
2019-07-30 00:26:00,1
2019-07-30 00:33:00,1
2019-07-30 00:54:00,1
2019-07-30 00:59:00,1
2019-07-30 01:16:00,1
2019-07-30 01:17:00,1
2019-07-30 01:18:00,1
2019-07-30 02:12:00,1
2019-07-30 02:52:00,2
2019-07-30 03:11:00,2
2019-07-30 03:31:00,1
2019-07-30 04:01:00,1
2019-07-30 04:51:00,1
2019-07-30 05:37:00,1
2019-07-30 05:49:00,1
2019-07-30 06:12:00,1
2019-07-30 06:16:00,1
2019-07-30 06:37:00,1
2019-07-30 06:51:00,1
2019-07-30 08:44:00,1
2019-07-30 11:09:00,1
2019-07-30 12:13:00,1
2019-07-30 14:04:00,1
2019-07-30 16:09:00,1
2019-07-30 18:29:00,1
2019-07-30 20:33:00,1
2019-07-30 21:03:00,1
2019-07-30 21:48:00,1
2019-07-30 21:49:00,1
2019-07-30 22:06:00,1
2019-07-30 23:43:00,1
