14538,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-07-30 05:14:00,62
2019-07-30 05:15:00,66
2019-07-30 05:16:00,63
2019-07-30 05:17:00,65
2019-07-30 05:18:00,63
2019-07-30 05:19:00,58
2019-07-30 05:20:00,60
2019-07-30 05:21:00,65
2019-07-30 05:22:00,62
2019-07-30 05:23:00,65
2019-07-30 05:24:00,63
2019-07-30 05:25:00,63
2019-07-30 05:26:00,61
2019-07-30 05:27:00,58
2019-07-30 05:28:00,66
2019-07-30 05:29:00,62
2019-07-30 05:30:00,62
2019-07-30 05:31:00,56
2019-07-30 05:32:00,37
2019-07-30 05:33:00,37
2019-07-30 05:34:00,6
2019-07-30 05:50:00,15
2019-07-30 05:51:00,62
2019-07-30 05:52:00,64
2019-07-30 05:53:00,62
2019-07-30 05:54:00,63
2019-07-30 05:55:00,64
2019-07-30 05:56:00,62
2019-07-30 05:57:00,64
2019-07-30 05:58:00,60
2019-07-30 05:59:00,65
2019-07-30 06:00:00,56
2019-07-30 06:01:00,64
2019-07-30 06:02:00,64
2019-07-30 06:03:00,63
2019-07-30 06:04:00,65
2019-07-30 06:05:00,64
2019-07-30 06:06:00,62
2019-07-30 06:07:00,66
2019-07-30 06:08:00,63
2019-07-30 06:09:00,64
2019-07-30 06:10:00,65
2019-07-30 06:11:00,65
2019-07-30 06:12:00,65
2019-07-30 06:13:00,63
2019-07-30 06:14:00,65
2019-07-30 06:15:00,64
2019-07-30 06:16:00,64
2019-07-30 06:17:00,45
2019-07-30 06:26:00,36
2019-07-30 06:27:00,65
2019-07-30 06:28:00,63
2019-07-30 06:29:00,63
2019-07-30 06:30:00,61
2019-07-30 06:31:00,61
2019-07-30 06:33:00,32
2019-07-30 06:34:00,64
2019-07-30 06:35:00,65
2019-07-30 06:36:00,66
2019-07-30 06:37:00,64
2019-07-30 06:38:00,64
2019-07-30 06:39:00,65
2019-07-30 06:40:00,64
2019-07-30 06:41:00,66
2019-07-30 06:42:00,65
2019-07-30 06:43:00,64
2019-07-30 06:44:00,65
2019-07-30 06:45:00,65
2019-07-30 06:46:00,66
2019-07-30 06:47:00,64
2019-07-30 06:48:00,65
2019-07-30 06:49:00,64
2019-07-30 06:50:00,65
2019-07-30 06:51:00,64
2019-07-30 06:52:00,65
2019-07-30 06:53:00,20
2019-07-30 07:07:00,30
2019-07-30 07:08:00,65
2019-07-30 07:09:00,64
2019-07-30 07:10:00,64
2019-07-30 07:11:00,63
2019-07-30 07:12:00,66
2019-07-30 07:13:00,63
2019-07-30 07:14:00,65
2019-07-30 07:15:00,64
2019-07-30 07:16:00,65
2019-07-30 07:17:00,65
2019-07-30 07:18:00,64
2019-07-30 07:19:00,63
2019-07-30 07:20:00,64
2019-07-30 07:21:00,64
2019-07-30 07:22:00,64
2019-07-30 07:23:00,64
2019-07-30 07:24:00,64
2019-07-30 07:25:00,65
2019-07-30 07:26:00,64
2019-07-30 07:27:00,65
2019-07-30 07:28:00,65
2019-07-30 07:29:00,64
2019-07-30 07:30:00,64
2019-07-30 07:31:00,64
2019-07-30 07:32:00,63
2019-07-30 07:33:00,20
2019-07-30 09:01:00,30
2019-07-30 09:02:00,63
2019-07-30 09:03:00,63
2019-07-30 09:04:00,64
2019-07-30 09:05:00,63
2019-07-30 09:06:00,62
2019-07-30 09:07:00,65
2019-07-30 09:08:00,64
2019-07-30 09:09:00,64
2019-07-30 09:10:00,63
2019-07-30 09:11:00,64
2019-07-30 09:12:00,65
2019-07-30 09:13:00,64
2019-07-30 09:14:00,63
2019-07-30 09:15:00,64
2019-07-30 09:16:00,64
2019-07-30 09:17:00,65
2019-07-30 09:18:00,62
2019-07-30 09:19:00,64
2019-07-30 09:20:00,64
2019-07-30 09:21:00,64
2019-07-30 09:22:00,65
2019-07-30 09:23:00,63
2019-07-30 09:24:00,64
2019-07-30 09:25:00,64
2019-07-30 09:26:00,63
2019-07-30 09:27:00,64
2019-07-30 09:28:00,7
2019-07-30 09:43:00,5
2019-07-30 09:44:00,65
2019-07-30 09:45:00,65
2019-07-30 09:46:00,22
2019-07-30 09:49:00,52
2019-07-30 09:50:00,63
2019-07-30 09:51:00,65
2019-07-30 09:52:00,64
2019-07-30 09:53:00,66
2019-07-30 09:54:00,65
2019-07-30 09:55:00,64
2019-07-30 09:56:00,66
2019-07-30 09:57:00,64
2019-07-30 09:58:00,65
2019-07-30 09:59:00,64
2019-07-30 10:00:00,56
2019-07-30 10:01:00,65
2019-07-30 10:02:00,65
2019-07-30 10:03:00,64
2019-07-30 10:04:00,66
2019-07-30 10:05:00,61
2019-07-30 10:06:00,61
2019-07-30 10:07:00,66
2019-07-30 10:08:00,62
2019-07-30 10:09:00,62
2019-07-30 10:10:00,62
2019-07-30 10:11:00,62
2019-07-30 10:12:00,63
2019-07-30 10:13:00,12
