1132,select * from PhotoObjAll where objId=#
2019-07-30 00:01:00,1
2019-07-30 00:03:00,1
2019-07-30 00:04:00,1
2019-07-30 00:06:00,1
2019-07-30 00:07:00,2
2019-07-30 00:08:00,2
2019-07-30 00:09:00,2
2019-07-30 00:15:00,1
2019-07-30 00:20:00,2
2019-07-30 00:29:00,1
2019-07-30 00:31:00,1
2019-07-30 00:34:00,1
2019-07-30 00:36:00,1
2019-07-30 00:37:00,1
2019-07-30 00:38:00,2
2019-07-30 00:39:00,2
2019-07-30 00:41:00,1
2019-07-30 00:42:00,1
2019-07-30 00:43:00,1
2019-07-30 00:45:00,1
2019-07-30 00:48:00,1
2019-07-30 00:50:00,2
2019-07-30 00:51:00,1
2019-07-30 00:52:00,1
2019-07-30 00:54:00,2
2019-07-30 00:56:00,1
2019-07-30 00:58:00,2
2019-07-30 00:59:00,1
2019-07-30 01:00:00,2
2019-07-30 01:02:00,3
2019-07-30 01:03:00,3
2019-07-30 01:04:00,1
2019-07-30 01:05:00,1
2019-07-30 01:06:00,1
2019-07-30 01:07:00,2
2019-07-30 01:08:00,2
2019-07-30 01:09:00,1
2019-07-30 01:10:00,2
2019-07-30 01:11:00,2
2019-07-30 01:12:00,1
2019-07-30 01:13:00,1
2019-07-30 01:15:00,1
2019-07-30 01:16:00,2
2019-07-30 01:17:00,1
2019-07-30 01:18:00,3
2019-07-30 01:19:00,2
2019-07-30 01:20:00,2
2019-07-30 01:21:00,3
2019-07-30 01:23:00,4
2019-07-30 01:24:00,1
2019-07-30 01:25:00,2
2019-07-30 01:27:00,1
2019-07-30 01:29:00,1
2019-07-30 01:30:00,1
2019-07-30 01:31:00,1
2019-07-30 01:32:00,2
2019-07-30 01:33:00,1
2019-07-30 01:34:00,2
2019-07-30 01:35:00,1
2019-07-30 01:37:00,3
2019-07-30 01:38:00,2
2019-07-30 01:39:00,2
2019-07-30 01:40:00,1
2019-07-30 01:41:00,1
2019-07-30 01:42:00,1
2019-07-30 01:43:00,2
2019-07-30 01:45:00,2
2019-07-30 01:46:00,1
2019-07-30 01:48:00,2
2019-07-30 01:49:00,1
2019-07-30 01:50:00,1
2019-07-30 01:51:00,2
2019-07-30 01:52:00,1
2019-07-30 01:53:00,4
2019-07-30 01:54:00,1
2019-07-30 01:55:00,2
2019-07-30 01:56:00,1
2019-07-30 01:57:00,2
2019-07-30 01:58:00,1
2019-07-30 01:59:00,1
2019-07-30 02:01:00,1
2019-07-30 02:02:00,3
2019-07-30 02:03:00,2
2019-07-30 02:04:00,2
2019-07-30 02:05:00,2
2019-07-30 02:06:00,3
2019-07-30 02:09:00,2
2019-07-30 02:10:00,1
2019-07-30 02:11:00,2
2019-07-30 02:14:00,1
2019-07-30 02:17:00,1
2019-07-30 02:20:00,1
2019-07-30 02:21:00,1
2019-07-30 02:22:00,2
2019-07-30 02:23:00,1
2019-07-30 02:24:00,1
2019-07-30 02:25:00,1
2019-07-30 02:27:00,1
2019-07-30 02:29:00,1
2019-07-30 02:32:00,1
2019-07-30 02:33:00,1
2019-07-30 02:34:00,2
2019-07-30 02:35:00,1
2019-07-30 02:38:00,1
2019-07-30 02:39:00,3
2019-07-30 02:40:00,1
2019-07-30 02:43:00,1
2019-07-30 02:45:00,1
2019-07-30 02:46:00,2
2019-07-30 02:47:00,1
2019-07-30 02:48:00,2
2019-07-30 02:50:00,1
2019-07-30 02:51:00,1
2019-07-30 02:54:00,1
2019-07-30 02:55:00,1
2019-07-30 02:57:00,1
2019-07-30 02:58:00,1
2019-07-30 03:02:00,1
2019-07-30 03:06:00,1
2019-07-30 03:07:00,1
2019-07-30 03:08:00,2
2019-07-30 03:09:00,1
2019-07-30 03:12:00,3
2019-07-30 03:15:00,1
2019-07-30 03:16:00,1
2019-07-30 03:21:00,1
2019-07-30 03:22:00,1
2019-07-30 03:23:00,4
2019-07-30 03:24:00,3
2019-07-30 03:25:00,1
2019-07-30 03:26:00,2
2019-07-30 03:27:00,1
2019-07-30 03:28:00,2
2019-07-30 03:30:00,1
2019-07-30 03:35:00,1
2019-07-30 03:38:00,1
2019-07-30 03:40:00,2
2019-07-30 03:42:00,1
2019-07-30 03:45:00,2
2019-07-30 03:52:00,1
2019-07-30 03:54:00,1
2019-07-30 03:55:00,2
2019-07-30 03:56:00,1
2019-07-30 03:58:00,2
2019-07-30 03:59:00,1
2019-07-30 04:00:00,1
2019-07-30 04:01:00,1
2019-07-30 04:03:00,1
2019-07-30 04:04:00,1
2019-07-30 04:08:00,1
2019-07-30 04:09:00,1
2019-07-30 04:12:00,1
2019-07-30 04:13:00,1
2019-07-30 04:15:00,1
2019-07-30 04:17:00,2
2019-07-30 04:20:00,1
2019-07-30 04:21:00,1
2019-07-30 04:24:00,1
2019-07-30 04:25:00,1
2019-07-30 04:27:00,2
2019-07-30 04:29:00,2
2019-07-30 04:30:00,1
2019-07-30 04:33:00,1
2019-07-30 04:34:00,2
2019-07-30 04:35:00,1
2019-07-30 04:36:00,2
2019-07-30 04:38:00,1
2019-07-30 04:39:00,2
2019-07-30 04:40:00,1
2019-07-30 04:41:00,1
2019-07-30 04:44:00,1
2019-07-30 04:46:00,1
2019-07-30 04:48:00,1
2019-07-30 04:49:00,1
2019-07-30 04:51:00,3
2019-07-30 04:53:00,2
2019-07-30 04:54:00,1
2019-07-30 04:58:00,1
2019-07-30 04:59:00,1
2019-07-30 05:01:00,1
2019-07-30 05:02:00,2
2019-07-30 05:03:00,1
2019-07-30 05:06:00,1
2019-07-30 05:08:00,1
2019-07-30 05:09:00,1
2019-07-30 05:12:00,2
2019-07-30 05:13:00,1
2019-07-30 05:15:00,1
2019-07-30 05:18:00,1
2019-07-30 05:19:00,2
2019-07-30 05:20:00,2
2019-07-30 05:21:00,1
2019-07-30 05:22:00,1
2019-07-30 05:26:00,3
2019-07-30 05:27:00,1
2019-07-30 05:29:00,2
2019-07-30 05:36:00,1
2019-07-30 05:37:00,1
2019-07-30 05:38:00,1
2019-07-30 05:39:00,1
2019-07-30 05:40:00,2
2019-07-30 05:42:00,1
2019-07-30 05:49:00,1
2019-07-30 05:50:00,1
2019-07-30 05:51:00,1
2019-07-30 05:56:00,1
2019-07-30 06:02:00,1
2019-07-30 06:06:00,2
2019-07-30 06:08:00,2
2019-07-30 06:10:00,1
