30,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-07-30 01:25:00,1
2019-07-30 02:07:00,1
2019-07-30 02:13:00,1
2019-07-30 02:14:00,1
2019-07-30 02:23:00,1
2019-07-30 02:26:00,1
2019-07-30 02:30:00,1
2019-07-30 02:31:00,1
2019-07-30 02:33:00,1
2019-07-30 03:52:00,1
2019-07-30 07:07:00,1
2019-07-30 08:34:00,1
2019-07-30 09:32:00,10
2019-07-30 11:16:00,1
2019-07-30 11:24:00,1
2019-07-30 12:34:00,1
2019-07-30 13:21:00,1
2019-07-30 16:13:00,1
2019-07-30 18:32:00,1
2019-07-30 19:00:00,1
2019-07-30 21:12:00,1
