9,select tmp1.*  into [myscratch:default].mytable_#
2019-07-30 17:09:00,1
2019-07-30 17:10:00,1
2019-07-30 17:34:00,1
2019-07-30 17:35:00,2
2019-07-30 17:36:00,1
2019-07-30 17:37:00,3
