3,"select  	sp.z, 	se.oh_p5#, se.lgm_tot_p5#, se.lgm_fib_p5#, se.sfr_tot_p5#, se.sfr_fib_p5#, 	se.specsfr_tot_p5#, se.specsfr_fib_p5#, 	p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, 	p.fiberMag_u, p.fiberMag_g, p.fiberMag_r, p.fiberMag_i, p.fiberMag_z, 	p.petroMag_u, p.petroMag_g, p.petroMag_r, p.petroMag_i, p.petroMag_z, 	p.deVMag_u, p.deVMag_g, p.deVMag_r, p.deVMag_i, p.deVMag_z, 	p.expMag_u, p.expMag_g, p.expMag_r, p.expMag_i, p.expMag_z, 	p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z from DR9.SpecPhoto as sp left join DR9.galSpecExtra as se on (sp.specObjID = se.specObjID) right join DR9.PhotoObjAll as p on (sp.objID = p.objID) where  sp.zErr >= # and sp.zWarning = # and sp.z between # and #"
2019-07-30 08:18:00,1
2019-07-30 08:20:00,1
2019-07-30 08:23:00,1
