394,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-06-12 19:45:00,1
2019-06-12 19:46:00,42
2019-06-12 19:47:00,34
2019-06-12 19:48:00,12
2019-06-12 19:52:00,81
2019-06-12 19:53:00,85
2019-06-12 19:54:00,78
2019-06-12 19:55:00,42
2019-06-12 19:58:00,1
2019-06-12 19:59:00,2
2019-06-12 20:00:00,1
2019-06-12 20:01:00,1
2019-06-12 20:02:00,1
2019-06-12 20:06:00,1
2019-06-12 20:11:00,1
2019-06-12 20:13:00,1
2019-06-12 20:15:00,1
2019-06-12 20:19:00,2
2019-06-12 20:25:00,1
2019-06-12 20:27:00,2
2019-06-12 20:28:00,1
2019-06-12 20:29:00,1
2019-06-12 20:33:00,2
