11143,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-06-12 00:00:00,5
2019-06-12 00:02:00,5
2019-06-12 00:03:00,30
2019-06-12 00:04:00,19
2019-06-12 00:05:00,6
2019-06-12 00:08:00,3
2019-06-12 00:09:00,8
2019-06-12 00:10:00,5
2019-06-12 00:12:00,5
2019-06-12 00:13:00,30
2019-06-12 00:14:00,19
2019-06-12 00:15:00,6
2019-06-12 00:18:00,3
2019-06-12 00:19:00,8
2019-06-12 00:20:00,5
2019-06-12 00:22:00,5
2019-06-12 00:23:00,30
2019-06-12 00:24:00,19
2019-06-12 00:25:00,6
2019-06-12 00:28:00,3
2019-06-12 00:29:00,8
2019-06-12 00:30:00,5
2019-06-12 00:32:00,5
2019-06-12 00:33:00,30
2019-06-12 00:34:00,19
2019-06-12 00:35:00,6
2019-06-12 00:38:00,3
2019-06-12 00:39:00,8
2019-06-12 00:40:00,5
2019-06-12 00:42:00,5
2019-06-12 00:43:00,30
2019-06-12 00:44:00,19
2019-06-12 00:45:00,6
2019-06-12 00:48:00,3
2019-06-12 00:49:00,8
2019-06-12 00:50:00,5
2019-06-12 00:52:00,5
2019-06-12 00:53:00,32
2019-06-12 00:54:00,19
2019-06-12 00:55:00,6
2019-06-12 00:58:00,3
2019-06-12 00:59:00,8
2019-06-12 01:00:00,5
2019-06-12 01:02:00,5
2019-06-12 01:03:00,30
2019-06-12 01:04:00,19
2019-06-12 01:05:00,6
2019-06-12 01:08:00,3
2019-06-12 01:09:00,8
2019-06-12 01:10:00,5
2019-06-12 01:12:00,5
2019-06-12 01:13:00,30
2019-06-12 01:14:00,19
2019-06-12 01:15:00,6
2019-06-12 01:18:00,3
2019-06-12 01:19:00,8
2019-06-12 01:20:00,5
2019-06-12 01:22:00,5
2019-06-12 01:23:00,27
2019-06-12 01:24:00,19
2019-06-12 01:25:00,6
2019-06-12 01:28:00,3
2019-06-12 01:29:00,5
2019-06-12 01:30:00,8
2019-06-12 01:32:00,5
2019-06-12 01:33:00,30
2019-06-12 01:34:00,19
2019-06-12 01:35:00,6
2019-06-12 01:38:00,3
2019-06-12 01:39:00,5
2019-06-12 01:40:00,8
2019-06-12 01:42:00,5
2019-06-12 01:43:00,30
2019-06-12 01:44:00,19
2019-06-12 01:45:00,6
2019-06-12 01:48:00,3
2019-06-12 01:49:00,5
2019-06-12 01:50:00,8
2019-06-12 01:52:00,5
2019-06-12 01:53:00,30
2019-06-12 01:54:00,19
2019-06-12 01:55:00,6
2019-06-12 01:58:00,3
2019-06-12 01:59:00,5
2019-06-12 02:00:00,8
2019-06-12 02:02:00,5
2019-06-12 02:03:00,30
2019-06-12 02:04:00,19
2019-06-12 02:05:00,6
2019-06-12 02:08:00,3
2019-06-12 02:09:00,5
2019-06-12 02:10:00,8
2019-06-12 02:12:00,5
2019-06-12 02:13:00,30
2019-06-12 02:14:00,19
