52,"SELECT specObjID, dr7ObjID FROM SpecDR7 WHERE specobjid = #"
2019-06-12 00:36:00,5
2019-06-12 00:37:00,3
2019-06-12 00:38:00,3
2019-06-12 00:39:00,6
2019-06-12 00:43:00,2
2019-06-12 00:44:00,4
2019-06-12 00:45:00,2
2019-06-12 00:46:00,1
2019-06-12 00:48:00,1
2019-06-12 00:49:00,3
2019-06-12 00:50:00,2
2019-06-12 00:52:00,1
2019-06-12 00:53:00,1
2019-06-12 00:54:00,2
2019-06-12 00:55:00,2
2019-06-12 00:57:00,1
2019-06-12 00:58:00,1
2019-06-12 00:59:00,1
2019-06-12 01:00:00,3
2019-06-12 01:01:00,1
2019-06-12 01:02:00,1
2019-06-12 01:03:00,1
2019-06-12 01:05:00,2
2019-06-12 01:06:00,2
2019-06-12 01:09:00,1
