5,"SELECT TOP # r, g-r AS color FROM PhotoObj"
2019-06-12 08:55:00,1
2019-06-12 08:56:00,1
2019-06-12 08:57:00,1
2019-06-12 09:01:00,1
2019-06-12 09:11:00,1
