32,select * from PhotozRF where objid=#
2019-06-12 00:29:00,1
2019-06-12 00:46:00,1
2019-06-12 01:10:00,1
2019-06-12 01:52:00,1
2019-06-12 03:47:00,1
2019-06-12 05:40:00,1
2019-06-12 06:00:00,1
2019-06-12 06:22:00,1
2019-06-12 08:25:00,1
2019-06-12 08:52:00,1
2019-06-12 09:26:00,1
2019-06-12 10:09:00,1
2019-06-12 10:16:00,1
2019-06-12 10:19:00,1
2019-06-12 10:55:00,1
2019-06-12 12:10:00,1
2019-06-12 12:25:00,1
2019-06-12 13:58:00,1
2019-06-12 14:16:00,2
2019-06-12 15:41:00,1
2019-06-12 16:43:00,1
2019-06-12 16:46:00,1
2019-06-12 17:09:00,1
2019-06-12 19:07:00,1
2019-06-12 19:27:00,1
2019-06-12 19:49:00,1
2019-06-12 21:44:00,1
2019-06-12 22:15:00,1
2019-06-12 22:24:00,1
2019-06-12 23:18:00,1
2019-06-12 23:40:00,1
