38,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID AND p.u between # AND # AND p.g between # AND # AND p.i between # AND # AND p.r between # AND # AND p.z between # AND #"
2019-06-12 07:30:00,1
2019-06-12 07:33:00,1
2019-06-12 08:25:00,1
2019-06-12 08:26:00,1
2019-06-12 08:42:00,2
2019-06-12 08:43:00,1
2019-06-12 08:45:00,2
2019-06-12 08:46:00,1
2019-06-12 09:14:00,1
2019-06-12 09:15:00,2
2019-06-12 09:16:00,2
2019-06-12 09:17:00,1
2019-06-12 09:18:00,2
2019-06-12 09:19:00,1
2019-06-12 09:20:00,1
2019-06-12 09:28:00,2
2019-06-12 09:29:00,3
2019-06-12 09:31:00,2
2019-06-12 09:32:00,1
2019-06-12 09:36:00,1
2019-06-12 11:27:00,1
2019-06-12 11:29:00,2
2019-06-12 11:30:00,1
2019-06-12 12:24:00,1
2019-06-12 12:25:00,1
2019-06-12 12:26:00,1
2019-06-12 12:27:00,2
