7,"SELECT r, g-r AS color FROM PhotoObj"
2019-06-12 08:56:00,1
2019-06-12 09:13:00,1
2019-06-12 09:18:00,1
2019-06-12 09:54:00,2
2019-06-12 09:55:00,1
2019-06-12 10:00:00,1
