21,"SELECT specobjid, dr7objid FROM SpecDR7 WHERE specobjid in (#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#)"
2019-06-12 22:03:00,10
2019-06-12 22:48:00,1
2019-06-12 22:50:00,9
2019-06-12 22:51:00,1
