798,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-06-12 20:06:00,5
2019-06-12 20:07:00,5
2019-06-12 20:08:00,6
2019-06-12 20:09:00,6
2019-06-12 20:10:00,6
2019-06-12 20:11:00,5
2019-06-12 20:12:00,7
2019-06-12 20:13:00,7
2019-06-12 20:14:00,7
2019-06-12 20:15:00,4
2019-06-12 20:16:00,4
2019-06-12 20:17:00,6
2019-06-12 20:18:00,5
2019-06-12 20:19:00,4
2019-06-12 20:20:00,5
2019-06-12 20:21:00,6
2019-06-12 20:22:00,6
2019-06-12 20:23:00,4
2019-06-12 20:24:00,5
2019-06-12 20:25:00,5
2019-06-12 20:26:00,5
2019-06-12 20:27:00,5
2019-06-12 20:28:00,4
2019-06-12 20:29:00,6
2019-06-12 20:30:00,5
2019-06-12 20:31:00,5
2019-06-12 20:32:00,4
2019-06-12 20:33:00,4
2019-06-12 20:34:00,5
2019-06-12 20:35:00,4
2019-06-12 20:36:00,5
2019-06-12 20:37:00,4
2019-06-12 20:38:00,4
2019-06-12 20:39:00,5
2019-06-12 20:40:00,4
2019-06-12 20:41:00,4
2019-06-12 20:42:00,5
2019-06-12 20:43:00,3
2019-06-12 20:44:00,4
2019-06-12 20:45:00,4
2019-06-12 20:46:00,5
2019-06-12 20:47:00,5
2019-06-12 20:48:00,5
2019-06-12 20:49:00,5
2019-06-12 20:50:00,4
2019-06-12 20:51:00,5
2019-06-12 20:52:00,3
2019-06-12 20:53:00,4
2019-06-12 20:54:00,5
2019-06-12 20:55:00,4
2019-06-12 20:56:00,5
2019-06-12 20:57:00,4
2019-06-12 20:58:00,4
2019-06-12 20:59:00,4
2019-06-12 21:00:00,5
2019-06-12 21:01:00,6
2019-06-12 21:02:00,4
2019-06-12 21:03:00,4
2019-06-12 21:04:00,3
2019-06-12 21:05:00,5
2019-06-12 21:06:00,3
2019-06-12 21:07:00,5
2019-06-12 21:08:00,4
2019-06-12 21:09:00,4
2019-06-12 21:10:00,4
2019-06-12 21:11:00,4
2019-06-12 21:12:00,5
2019-06-12 21:13:00,4
2019-06-12 21:14:00,5
2019-06-12 21:15:00,5
2019-06-12 21:16:00,4
2019-06-12 21:17:00,4
2019-06-12 21:18:00,4
2019-06-12 21:19:00,3
2019-06-12 21:20:00,5
2019-06-12 21:21:00,5
2019-06-12 21:22:00,4
2019-06-12 21:23:00,6
2019-06-12 21:24:00,4
2019-06-12 21:25:00,5
2019-06-12 21:26:00,5
2019-06-12 21:27:00,5
2019-06-12 21:28:00,5
2019-06-12 21:29:00,4
2019-06-12 21:30:00,5
2019-06-12 21:31:00,4
2019-06-12 21:32:00,6
2019-06-12 21:33:00,5
2019-06-12 21:34:00,5
2019-06-12 21:35:00,5
2019-06-12 21:36:00,4
2019-06-12 21:37:00,5
2019-06-12 21:38:00,4
2019-06-12 21:39:00,5
2019-06-12 21:40:00,4
2019-06-12 21:41:00,4
2019-06-12 21:42:00,5
2019-06-12 21:43:00,4
2019-06-12 21:44:00,5
2019-06-12 21:45:00,5
2019-06-12 21:46:00,4
2019-06-12 21:47:00,4
2019-06-12 21:48:00,5
2019-06-12 21:49:00,4
2019-06-12 21:50:00,3
2019-06-12 21:51:00,4
2019-06-12 21:52:00,4
2019-06-12 21:53:00,4
2019-06-12 21:54:00,6
2019-06-12 21:55:00,5
2019-06-12 21:56:00,5
2019-06-12 21:57:00,4
2019-06-12 21:58:00,4
2019-06-12 21:59:00,4
2019-06-12 22:00:00,4
2019-06-12 22:01:00,4
2019-06-12 22:02:00,4
2019-06-12 22:03:00,5
2019-06-12 22:04:00,4
2019-06-12 22:05:00,5
2019-06-12 22:06:00,4
2019-06-12 22:07:00,4
2019-06-12 22:08:00,5
2019-06-12 22:09:00,5
2019-06-12 22:10:00,3
2019-06-12 22:11:00,5
2019-06-12 22:12:00,5
2019-06-12 22:13:00,5
2019-06-12 22:14:00,4
2019-06-12 22:15:00,4
2019-06-12 22:16:00,4
2019-06-12 22:17:00,4
2019-06-12 22:18:00,5
2019-06-12 22:19:00,4
2019-06-12 22:20:00,5
2019-06-12 22:21:00,5
2019-06-12 22:22:00,5
2019-06-12 22:23:00,4
2019-06-12 22:24:00,5
2019-06-12 22:25:00,5
2019-06-12 22:26:00,4
2019-06-12 22:27:00,6
2019-06-12 22:28:00,5
2019-06-12 22:29:00,5
2019-06-12 22:30:00,4
2019-06-12 22:31:00,5
2019-06-12 22:32:00,5
2019-06-12 22:33:00,4
2019-06-12 22:34:00,4
2019-06-12 22:35:00,4
2019-06-12 22:36:00,5
2019-06-12 22:37:00,5
2019-06-12 22:38:00,5
2019-06-12 22:39:00,5
2019-06-12 22:40:00,5
2019-06-12 22:41:00,5
2019-06-12 22:42:00,4
2019-06-12 22:43:00,4
2019-06-12 22:44:00,5
2019-06-12 22:45:00,5
2019-06-12 22:46:00,6
2019-06-12 22:47:00,5
2019-06-12 22:48:00,5
2019-06-12 22:49:00,5
2019-06-12 22:50:00,2
2019-06-12 22:51:00,2
2019-06-12 22:52:00,4
2019-06-12 22:53:00,5
2019-06-12 22:54:00,5
2019-06-12 22:55:00,5
2019-06-12 22:56:00,5
2019-06-12 22:57:00,4
2019-06-12 22:58:00,6
2019-06-12 22:59:00,2
