9,"select Top # Starname,RPM_LOG_g,cModelMag_u, cModelMag_g, cModelMag_r, cModelMag_i from specPhoto, marvelsStar Where type = # and cModelMagErr_u <# and cModelMagErr_g <# and cModelMagErr_r <# and cModelMagErr_i <# and RPM_LOG_g = MainSeq and ra BETWEEN # and # and"
2019-06-12 08:20:00,1
2019-06-12 08:36:00,1
2019-06-12 08:37:00,1
2019-06-12 08:38:00,3
2019-06-12 08:39:00,1
2019-06-12 08:40:00,2
