530,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-12 12:35:00,7
2019-06-12 12:40:00,19
2019-06-12 13:12:00,19
2019-06-12 13:14:00,9
2019-06-12 13:15:00,109
2019-06-12 13:16:00,29
2019-06-12 13:33:00,11
2019-06-12 13:45:00,9
2019-06-12 13:46:00,19
2019-06-12 13:50:00,114
2019-06-12 13:51:00,8
2019-06-12 13:52:00,5
2019-06-12 13:53:00,11
2019-06-12 13:54:00,18
2019-06-12 13:55:00,15
2019-06-12 14:06:00,11
2019-06-12 14:22:00,117
