24,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-05-18 22:57:00,1
2019-05-18 22:58:00,1
2019-05-18 23:01:00,1
2019-05-18 23:02:00,1
2019-05-18 23:05:00,1
2019-05-18 23:07:00,1
2019-05-18 23:10:00,1
2019-05-18 23:12:00,1
2019-05-18 23:13:00,1
2019-05-18 23:15:00,1
2019-05-18 23:18:00,1
2019-05-18 23:19:00,1
2019-05-18 23:22:00,1
2019-05-18 23:23:00,1
2019-05-18 23:26:00,1
2019-05-18 23:28:00,1
2019-05-18 23:30:00,1
2019-05-18 23:32:00,1
2019-05-18 23:34:00,1
2019-05-18 23:36:00,1
2019-05-18 23:38:00,1
2019-05-18 23:40:00,1
2019-05-18 23:42:00,1
2019-05-18 23:44:00,1
