293,select * from SpecObjAll where specObjId=#
2019-05-18 10:19:00,1
2019-05-18 11:43:00,1
2019-05-18 11:46:00,1
2019-05-18 11:50:00,1
2019-05-18 11:54:00,1
2019-05-18 11:57:00,1
2019-05-18 12:00:00,1
2019-05-18 16:38:00,21
2019-05-18 16:39:00,36
2019-05-18 16:40:00,35
2019-05-18 16:41:00,2
2019-05-18 17:28:00,1
2019-05-18 20:42:00,10
2019-05-18 20:43:00,14
2019-05-18 20:44:00,13
2019-05-18 20:45:00,14
2019-05-18 20:46:00,14
2019-05-18 20:47:00,15
2019-05-18 20:48:00,9
2019-05-18 20:49:00,26
2019-05-18 20:50:00,13
2019-05-18 20:51:00,12
2019-05-18 20:52:00,14
2019-05-18 22:12:00,30
2019-05-18 22:13:00,7
