26,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-10-12 00:07:00,1
2019-10-12 00:14:00,1
2019-10-12 00:18:00,1
2019-10-12 00:24:00,1
2019-10-12 00:28:00,1
2019-10-12 00:33:00,1
2019-10-12 00:46:00,1
2019-10-12 00:56:00,1
2019-10-12 01:00:00,1
2019-10-12 14:07:00,1
2019-10-12 14:25:00,1
2019-10-12 14:30:00,1
2019-10-12 14:33:00,1
2019-10-12 14:35:00,2
2019-10-12 14:36:00,1
2019-10-12 14:39:00,1
2019-10-12 14:49:00,1
2019-10-12 14:57:00,1
2019-10-12 15:06:00,1
2019-10-12 15:09:00,1
2019-10-12 15:12:00,1
2019-10-12 15:15:00,1
2019-10-12 15:23:00,1
2019-10-12 15:32:00,1
2019-10-12 15:37:00,1
