79,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-10-12 00:45:00,1
2019-10-12 01:08:00,9
2019-10-12 01:45:00,1
2019-10-12 02:45:00,1
2019-10-12 03:45:00,1
2019-10-12 04:14:00,1
2019-10-12 04:22:00,1
2019-10-12 04:23:00,1
2019-10-12 04:26:00,1
2019-10-12 04:30:00,1
2019-10-12 04:46:00,1
2019-10-12 04:48:00,1
2019-10-12 05:45:00,1
2019-10-12 06:45:00,1
2019-10-12 07:09:00,1
2019-10-12 07:27:00,1
2019-10-12 07:34:00,1
2019-10-12 07:45:00,1
2019-10-12 08:45:00,1
2019-10-12 08:58:00,2
2019-10-12 09:45:00,1
2019-10-12 10:45:00,1
2019-10-12 11:45:00,1
2019-10-12 12:45:00,1
2019-10-12 13:45:00,1
2019-10-12 14:45:00,1
2019-10-12 15:21:00,1
2019-10-12 15:29:00,1
2019-10-12 15:30:00,1
2019-10-12 15:33:00,1
2019-10-12 15:41:00,1
2019-10-12 15:42:00,1
2019-10-12 15:45:00,2
2019-10-12 15:46:00,1
2019-10-12 15:47:00,1
2019-10-12 15:48:00,1
2019-10-12 16:07:00,2
2019-10-12 16:08:00,2
2019-10-12 16:10:00,1
2019-10-12 16:12:00,1
2019-10-12 16:13:00,1
2019-10-12 16:14:00,1
2019-10-12 16:16:00,2
2019-10-12 16:17:00,1
2019-10-12 16:19:00,1
2019-10-12 16:20:00,1
2019-10-12 16:45:00,1
2019-10-12 16:50:00,1
2019-10-12 16:51:00,1
2019-10-12 16:52:00,1
2019-10-12 16:54:00,1
2019-10-12 16:55:00,1
2019-10-12 16:56:00,1
2019-10-12 16:59:00,1
2019-10-12 17:45:00,1
2019-10-12 18:45:00,1
2019-10-12 19:45:00,1
2019-10-12 20:06:00,9
