10991,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-10-12 00:00:00,13
2019-10-12 00:01:00,6
2019-10-12 00:04:00,2
2019-10-12 00:05:00,4
2019-10-12 00:07:00,11
2019-10-12 00:08:00,17
2019-10-12 00:09:00,23
2019-10-12 00:10:00,13
2019-10-12 00:11:00,6
2019-10-12 00:14:00,2
2019-10-12 00:15:00,4
2019-10-12 00:17:00,11
2019-10-12 00:18:00,17
2019-10-12 00:19:00,23
2019-10-12 00:20:00,13
2019-10-12 00:21:00,6
2019-10-12 00:24:00,2
2019-10-12 00:25:00,4
2019-10-12 00:27:00,11
2019-10-12 00:28:00,12
2019-10-12 00:29:00,28
2019-10-12 00:30:00,13
2019-10-12 00:31:00,6
2019-10-12 00:34:00,2
2019-10-12 00:35:00,4
2019-10-12 00:37:00,11
2019-10-12 00:38:00,13
2019-10-12 00:39:00,27
2019-10-12 00:40:00,13
2019-10-12 00:41:00,6
2019-10-12 00:44:00,2
2019-10-12 00:45:00,4
2019-10-12 00:47:00,11
2019-10-12 00:48:00,10
2019-10-12 00:49:00,30
2019-10-12 00:50:00,13
2019-10-12 00:51:00,6
2019-10-12 00:54:00,2
2019-10-12 00:55:00,4
2019-10-12 00:57:00,11
2019-10-12 00:58:00,10
2019-10-12 00:59:00,27
2019-10-12 01:00:00,16
2019-10-12 01:01:00,6
2019-10-12 01:04:00,2
2019-10-12 01:05:00,4
2019-10-12 01:07:00,11
2019-10-12 01:08:00,10
2019-10-12 01:09:00,27
2019-10-12 01:10:00,16
2019-10-12 01:11:00,6
2019-10-12 01:14:00,2
2019-10-12 01:15:00,4
2019-10-12 01:17:00,11
2019-10-12 01:18:00,10
2019-10-12 01:19:00,27
2019-10-12 01:20:00,16
2019-10-12 01:21:00,6
2019-10-12 01:24:00,2
2019-10-12 01:25:00,4
2019-10-12 01:27:00,11
2019-10-12 01:28:00,10
2019-10-12 01:29:00,26
2019-10-12 01:30:00,17
2019-10-12 01:31:00,6
2019-10-12 01:34:00,2
2019-10-12 01:35:00,4
2019-10-12 01:37:00,11
2019-10-12 01:38:00,10
2019-10-12 01:39:00,26
2019-10-12 01:40:00,17
2019-10-12 01:41:00,6
2019-10-12 01:44:00,2
2019-10-12 01:45:00,4
2019-10-12 01:47:00,11
2019-10-12 01:48:00,10
2019-10-12 01:49:00,26
2019-10-12 01:50:00,17
2019-10-12 01:51:00,6
2019-10-12 01:54:00,2
2019-10-12 01:55:00,4
2019-10-12 01:57:00,11
2019-10-12 01:58:00,10
2019-10-12 01:59:00,26
2019-10-12 02:00:00,17
2019-10-12 02:01:00,6
2019-10-12 02:04:00,2
2019-10-12 02:05:00,4
2019-10-12 02:07:00,11
2019-10-12 02:08:00,10
2019-10-12 02:09:00,26
2019-10-12 02:10:00,17
2019-10-12 02:11:00,6
2019-10-12 02:14:00,2
2019-10-12 02:15:00,4
2019-10-12 02:17:00,11
2019-10-12 02:18:00,10
2019-10-12 02:19:00,26
2019-10-12 02:20:00,17
2019-10-12 02:21:00,6
2019-10-12 02:24:00,2
2019-10-12 02:25:00,4
2019-10-12 02:27:00,11
2019-10-12 02:28:00,10
2019-10-12 02:29:00,26
2019-10-12 02:30:00,17
2019-10-12 02:31:00,6
2019-10-12 02:34:00,2
2019-10-12 02:35:00,4
2019-10-12 02:37:00,11
2019-10-12 02:38:00,9
2019-10-12 02:39:00,27
2019-10-12 02:40:00,17
2019-10-12 02:41:00,6
