55,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-10-12 01:01:00,2
2019-10-12 01:02:00,9
2019-10-12 06:52:00,2
2019-10-12 10:13:00,1
2019-10-12 10:14:00,1
2019-10-12 11:02:00,2
2019-10-12 11:13:00,1
2019-10-12 11:14:00,2
2019-10-12 11:17:00,1
2019-10-12 11:55:00,1
2019-10-12 12:42:00,1
2019-10-12 13:42:00,2
2019-10-12 13:43:00,10
2019-10-12 13:44:00,1
2019-10-12 13:45:00,3
2019-10-12 13:47:00,2
2019-10-12 13:54:00,1
2019-10-12 13:56:00,1
2019-10-12 17:50:00,5
2019-10-12 17:51:00,6
2019-10-12 23:09:00,1
