280,select * from fDocFunctionParams(&&&)
2019-10-12 00:18:00,1
2019-10-12 01:02:00,1
2019-10-12 01:31:00,1
2019-10-12 01:42:00,1
2019-10-12 02:02:00,1
2019-10-12 02:32:00,1
2019-10-12 02:41:00,1
2019-10-12 04:24:00,1
2019-10-12 05:46:00,1
2019-10-12 07:52:00,3
2019-10-12 07:53:00,1
2019-10-12 08:46:00,1
2019-10-12 09:09:00,1
2019-10-12 09:28:00,1
2019-10-12 10:17:00,1
2019-10-12 10:39:00,1
2019-10-12 12:03:00,1
2019-10-12 12:16:00,15
2019-10-12 12:17:00,15
2019-10-12 12:18:00,14
2019-10-12 12:19:00,17
2019-10-12 12:20:00,17
2019-10-12 12:21:00,13
2019-10-12 12:22:00,17
2019-10-12 12:23:00,13
2019-10-12 12:29:00,8
2019-10-12 12:30:00,13
2019-10-12 12:31:00,12
2019-10-12 12:32:00,19
2019-10-12 12:33:00,19
2019-10-12 12:34:00,15
2019-10-12 12:35:00,20
2019-10-12 12:36:00,4
2019-10-12 13:09:00,1
2019-10-12 13:23:00,1
2019-10-12 14:57:00,1
2019-10-12 15:05:00,1
2019-10-12 15:18:00,1
2019-10-12 15:26:00,1
2019-10-12 16:07:00,9
2019-10-12 17:27:00,1
2019-10-12 17:51:00,1
2019-10-12 22:18:00,1
2019-10-12 23:25:00,1
2019-10-12 23:26:00,11
