315,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-04 00:18:00,1
2019-05-04 00:28:00,1
2019-05-04 00:38:00,1
2019-05-04 00:45:00,1
2019-05-04 00:48:00,1
2019-05-04 04:09:00,1
2019-05-04 04:10:00,2
2019-05-04 04:11:00,2
2019-05-04 04:12:00,2
2019-05-04 04:13:00,1
2019-05-04 07:44:00,1
2019-05-04 07:46:00,1
2019-05-04 07:49:00,1
2019-05-04 07:51:00,1
2019-05-04 07:53:00,1
2019-05-04 07:54:00,3
2019-05-04 07:55:00,4
2019-05-04 07:56:00,2
2019-05-04 07:58:00,1
2019-05-04 08:04:00,1
2019-05-04 08:10:00,1
2019-05-04 08:18:00,1
2019-05-04 08:22:00,1
2019-05-04 08:34:00,1
2019-05-04 08:38:00,1
2019-05-04 08:42:00,1
2019-05-04 08:46:00,1
2019-05-04 08:51:00,1
2019-05-04 08:54:00,1
2019-05-04 08:56:00,1
2019-05-04 09:02:00,1
2019-05-04 09:05:00,1
2019-05-04 09:06:00,3
2019-05-04 09:07:00,2
2019-05-04 09:08:00,2
2019-05-04 09:09:00,3
2019-05-04 09:11:00,2
2019-05-04 09:12:00,3
2019-05-04 09:13:00,1
2019-05-04 09:17:00,1
2019-05-04 09:22:00,2
2019-05-04 09:23:00,4
2019-05-04 09:24:00,2
2019-05-04 09:25:00,2
2019-05-04 09:26:00,1
2019-05-04 09:56:00,3
2019-05-04 09:57:00,3
2019-05-04 09:58:00,1
2019-05-04 10:43:00,1
2019-05-04 10:44:00,5
2019-05-04 10:45:00,4
2019-05-04 10:46:00,3
2019-05-04 10:47:00,6
2019-05-04 10:48:00,5
2019-05-04 10:49:00,2
2019-05-04 10:50:00,2
2019-05-04 10:51:00,3
2019-05-04 10:52:00,3
2019-05-04 10:53:00,1
2019-05-04 10:54:00,1
2019-05-04 10:55:00,1
2019-05-04 10:56:00,2
2019-05-04 10:57:00,3
2019-05-04 10:58:00,3
2019-05-04 10:59:00,4
2019-05-04 11:00:00,4
2019-05-04 11:01:00,4
2019-05-04 11:02:00,4
2019-05-04 11:03:00,2
2019-05-04 11:04:00,2
2019-05-04 11:05:00,3
2019-05-04 11:06:00,3
2019-05-04 11:07:00,2
2019-05-04 11:08:00,4
2019-05-04 11:09:00,2
2019-05-04 11:10:00,1
2019-05-04 11:15:00,1
2019-05-04 11:17:00,1
2019-05-04 11:19:00,1
2019-05-04 11:21:00,1
2019-05-04 11:22:00,2
2019-05-04 11:23:00,2
2019-05-04 11:24:00,2
2019-05-04 11:25:00,2
2019-05-04 11:26:00,1
2019-05-04 11:27:00,1
2019-05-04 11:28:00,2
2019-05-04 11:29:00,2
2019-05-04 11:30:00,3
2019-05-04 11:31:00,2
2019-05-04 11:32:00,2
2019-05-04 11:33:00,2
2019-05-04 11:34:00,4
2019-05-04 11:35:00,4
2019-05-04 11:36:00,2
2019-05-04 11:37:00,2
2019-05-04 11:38:00,1
2019-05-04 11:45:00,3
2019-05-04 12:07:00,2
2019-05-04 12:08:00,2
2019-05-04 12:09:00,5
2019-05-04 12:10:00,4
2019-05-04 12:11:00,1
2019-05-04 12:14:00,2
2019-05-04 12:15:00,3
2019-05-04 12:16:00,3
2019-05-04 12:17:00,1
2019-05-04 12:18:00,4
2019-05-04 12:19:00,3
2019-05-04 12:20:00,4
2019-05-04 12:21:00,2
2019-05-04 12:22:00,4
2019-05-04 12:23:00,1
2019-05-04 12:24:00,1
2019-05-04 12:25:00,1
2019-05-04 12:26:00,2
2019-05-04 12:27:00,1
2019-05-04 12:28:00,2
2019-05-04 12:29:00,3
2019-05-04 12:30:00,2
2019-05-04 12:31:00,1
2019-05-04 12:32:00,2
2019-05-04 12:33:00,1
2019-05-04 12:34:00,3
2019-05-04 12:35:00,2
2019-05-04 12:59:00,2
2019-05-04 13:00:00,2
2019-05-04 13:01:00,1
2019-05-04 13:02:00,1
2019-05-04 13:03:00,1
2019-05-04 13:04:00,1
2019-05-04 13:05:00,1
2019-05-04 13:06:00,1
2019-05-04 13:07:00,2
2019-05-04 13:08:00,2
2019-05-04 13:09:00,1
2019-05-04 13:10:00,2
2019-05-04 13:11:00,1
2019-05-04 13:12:00,1
2019-05-04 13:13:00,2
2019-05-04 13:14:00,2
2019-05-04 13:15:00,2
2019-05-04 13:16:00,3
2019-05-04 13:17:00,3
2019-05-04 13:18:00,5
2019-05-04 13:19:00,3
2019-05-04 13:20:00,7
2019-05-04 13:21:00,3
2019-05-04 13:33:00,1
2019-05-04 23:10:00,1
2019-05-04 23:11:00,1
2019-05-04 23:14:00,1
2019-05-04 23:20:00,1
