11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-05-04 13:53:00,1
2019-05-04 13:58:00,1
2019-05-04 14:00:00,1
2019-05-04 14:02:00,1
2019-05-04 14:06:00,1
2019-05-04 14:09:00,1
2019-05-04 14:12:00,1
2019-05-04 14:16:00,1
2019-05-04 14:35:00,1
2019-05-04 14:40:00,1
2019-05-04 14:45:00,1
