14,"SELECT TOP # objID, ra, dec, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, clean FROM StarTag WHERE ra BETWEEN # AND # AND dec BETWEEN # AND # AND modelMag_r BETWEEN # AND # AND clean = #"
2019-05-04 21:50:00,1
2019-05-04 21:51:00,1
2019-05-04 21:52:00,1
2019-05-04 21:55:00,1
2019-05-04 22:12:00,1
2019-05-04 22:23:00,1
2019-05-04 22:34:00,1
2019-05-04 22:46:00,1
2019-05-04 22:57:00,1
2019-05-04 23:10:00,1
2019-05-04 23:21:00,1
2019-05-04 23:33:00,1
2019-05-04 23:45:00,1
2019-05-04 23:57:00,1
