39,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-05-04 06:12:00,1
2019-05-04 06:47:00,1
2019-05-04 08:03:00,1
2019-05-04 10:36:00,1
2019-05-04 11:25:00,1
2019-05-04 12:23:00,1
2019-05-04 12:44:00,1
2019-05-04 15:32:00,2
2019-05-04 15:33:00,1
2019-05-04 15:34:00,1
2019-05-04 16:10:00,1
2019-05-04 16:12:00,1
2019-05-04 16:14:00,1
2019-05-04 16:19:00,1
2019-05-04 16:27:00,1
2019-05-04 17:01:00,1
2019-05-04 17:08:00,2
2019-05-04 17:09:00,4
2019-05-04 17:11:00,3
2019-05-04 17:12:00,5
2019-05-04 17:14:00,2
2019-05-04 17:18:00,2
2019-05-04 17:25:00,1
2019-05-04 17:30:00,1
2019-05-04 18:02:00,2
