47,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-04 04:06:00,1
2019-05-04 04:10:00,2
2019-05-04 10:05:00,2
2019-05-04 10:10:00,1
2019-05-04 10:35:00,2
2019-05-04 13:35:00,12
2019-05-04 13:40:00,4
2019-05-04 14:05:00,3
2019-05-04 14:10:00,1
2019-05-04 14:35:00,1
2019-05-04 14:40:00,1
2019-05-04 15:05:00,1
2019-05-04 16:35:00,1
2019-05-04 16:40:00,1
2019-05-04 20:25:00,1
2019-05-04 20:30:00,2
2019-05-04 20:35:00,2
2019-05-04 20:40:00,2
2019-05-04 21:15:00,1
2019-05-04 21:20:00,1
2019-05-04 21:35:00,1
2019-05-04 21:40:00,1
2019-05-04 22:05:00,1
2019-05-04 22:15:00,1
2019-05-04 22:20:00,1
