448,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.raErr, p.decErr, p.psfMag_u,p.psfMag_g,p.psfMag_r,p.psfMag_i,p.psfMag_z, p.psfMagErr_u,p.psfMagErr_g,p.psfMagErr_r,p.psfMagErr_i,p.psfMagErr_z, p.petroR5#_u,p.petroR5#_g,p.petroR5#_r,p.petroR5#_i,p.petroR5#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMagErr_u,p.modelMagErr_g,p.modelMagErr_r,p.modelMagErr_i,p.modelMagErr_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-12-14 01:03:00,1
2019-12-14 19:41:00,2
2019-12-14 19:42:00,3
2019-12-14 19:43:00,2
2019-12-14 19:44:00,2
2019-12-14 19:45:00,3
2019-12-14 19:46:00,3
2019-12-14 19:47:00,4
2019-12-14 19:48:00,3
2019-12-14 19:49:00,4
2019-12-14 19:50:00,4
2019-12-14 19:51:00,3
2019-12-14 19:52:00,3
2019-12-14 19:53:00,4
2019-12-14 19:54:00,3
2019-12-14 19:55:00,3
2019-12-14 19:56:00,5
2019-12-14 19:57:00,3
2019-12-14 19:58:00,4
2019-12-14 19:59:00,3
2019-12-14 20:00:00,4
2019-12-14 20:01:00,4
2019-12-14 20:02:00,3
2019-12-14 20:03:00,3
2019-12-14 20:04:00,4
2019-12-14 20:05:00,3
2019-12-14 20:06:00,4
2019-12-14 20:07:00,3
2019-12-14 20:08:00,4
2019-12-14 20:09:00,3
2019-12-14 20:10:00,4
2019-12-14 20:11:00,4
2019-12-14 20:12:00,3
2019-12-14 20:43:00,1
2019-12-14 20:44:00,3
2019-12-14 20:45:00,4
2019-12-14 20:46:00,3
2019-12-14 20:47:00,3
2019-12-14 20:48:00,3
2019-12-14 20:49:00,3
2019-12-14 20:50:00,4
2019-12-14 20:51:00,4
2019-12-14 20:52:00,3
2019-12-14 20:53:00,4
2019-12-14 20:54:00,4
2019-12-14 20:55:00,2
2019-12-14 20:56:00,3
2019-12-14 20:57:00,3
2019-12-14 20:58:00,3
2019-12-14 20:59:00,2
2019-12-14 21:00:00,2
2019-12-14 21:01:00,4
2019-12-14 21:02:00,3
2019-12-14 21:03:00,3
2019-12-14 21:04:00,3
2019-12-14 21:05:00,2
2019-12-14 21:06:00,2
2019-12-14 21:07:00,3
2019-12-14 21:08:00,3
2019-12-14 21:09:00,2
2019-12-14 21:10:00,3
2019-12-14 21:11:00,2
2019-12-14 21:12:00,4
2019-12-14 21:13:00,3
2019-12-14 21:14:00,3
