24,select * from galSpecLine where specObjId=#
2019-12-14 00:16:00,1
2019-12-14 00:50:00,1
2019-12-14 03:07:00,1
2019-12-14 04:42:00,1
2019-12-14 05:59:00,1
2019-12-14 06:00:00,1
2019-12-14 06:55:00,1
2019-12-14 09:34:00,1
2019-12-14 11:11:00,1
2019-12-14 11:14:00,1
2019-12-14 12:26:00,1
2019-12-14 12:35:00,1
2019-12-14 14:22:00,1
2019-12-14 15:19:00,1
2019-12-14 15:25:00,1
2019-12-14 16:55:00,1
2019-12-14 19:36:00,1
2019-12-14 20:17:00,1
2019-12-14 20:57:00,1
2019-12-14 21:36:00,1
2019-12-14 22:53:00,1
2019-12-14 23:27:00,2
2019-12-14 23:34:00,1
