116,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-12-14 04:20:00,1
2019-12-14 05:25:00,2
2019-12-14 07:20:00,2
2019-12-14 07:40:00,2
2019-12-14 08:35:00,1
2019-12-14 10:25:00,4
2019-12-14 11:20:00,1
2019-12-14 11:24:00,4
2019-12-14 13:15:00,5
2019-12-14 13:30:00,7
2019-12-14 15:15:00,5
2019-12-14 15:30:00,29
2019-12-14 15:31:00,16
2019-12-14 17:15:00,1
2019-12-14 19:05:00,6
2019-12-14 20:15:00,2
2019-12-14 20:20:00,23
2019-12-14 21:30:00,5
