88,select * from sppParams where specObjId=#
2019-12-14 00:49:00,1
2019-12-14 01:59:00,1
2019-12-14 02:10:00,1
2019-12-14 02:55:00,1
2019-12-14 07:03:00,2
2019-12-14 07:11:00,1
2019-12-14 10:00:00,4
2019-12-14 10:01:00,6
2019-12-14 10:54:00,1
2019-12-14 12:59:00,1
2019-12-14 13:36:00,1
2019-12-14 14:08:00,1
2019-12-14 14:11:00,1
2019-12-14 15:25:00,1
2019-12-14 15:32:00,1
2019-12-14 16:25:00,5
2019-12-14 16:26:00,10
2019-12-14 16:27:00,6
2019-12-14 19:01:00,38
2019-12-14 19:41:00,1
2019-12-14 21:04:00,1
2019-12-14 22:13:00,1
2019-12-14 22:22:00,1
2019-12-14 22:48:00,1
