446,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-12-14 01:01:00,6
2019-12-14 01:02:00,4
2019-12-14 01:12:00,4
2019-12-14 01:13:00,4
2019-12-14 01:14:00,4
2019-12-14 01:15:00,4
2019-12-14 01:16:00,4
2019-12-14 01:17:00,4
2019-12-14 01:18:00,4
2019-12-14 01:19:00,2
2019-12-14 01:20:00,4
2019-12-14 01:21:00,2
2019-12-14 01:22:00,4
2019-12-14 01:23:00,8
2019-12-14 02:25:00,1
2019-12-14 02:26:00,1
2019-12-14 02:27:00,2
2019-12-14 02:29:00,1
2019-12-14 02:30:00,2
2019-12-14 02:31:00,1
2019-12-14 02:32:00,2
2019-12-14 02:43:00,4
2019-12-14 02:46:00,4
2019-12-14 02:49:00,4
2019-12-14 02:51:00,1
2019-12-14 02:52:00,3
2019-12-14 02:53:00,1
2019-12-14 02:54:00,3
2019-12-14 02:57:00,4
2019-12-14 03:02:00,2
2019-12-14 03:03:00,2
2019-12-14 03:05:00,2
2019-12-14 03:06:00,2
2019-12-14 03:08:00,2
2019-12-14 03:09:00,2
2019-12-14 03:10:00,4
2019-12-14 03:13:00,4
2019-12-14 03:15:00,1
2019-12-14 03:16:00,3
2019-12-14 03:17:00,4
2019-12-14 03:20:00,4
2019-12-14 03:21:00,4
2019-12-14 03:22:00,3
2019-12-14 03:23:00,1
2019-12-14 03:24:00,4
2019-12-14 03:25:00,1
2019-12-14 03:26:00,3
2019-12-14 03:28:00,4
2019-12-14 03:29:00,4
2019-12-14 03:31:00,4
2019-12-14 03:32:00,4
2019-12-14 03:34:00,4
2019-12-14 03:35:00,4
2019-12-14 03:36:00,2
2019-12-14 03:37:00,2
2019-12-14 03:38:00,4
2019-12-14 03:40:00,4
2019-12-14 03:41:00,3
2019-12-14 03:42:00,1
2019-12-14 03:44:00,4
2019-12-14 03:46:00,4
2019-12-14 03:47:00,1
2019-12-14 03:48:00,3
2019-12-14 03:50:00,4
2019-12-14 03:51:00,2
2019-12-14 03:52:00,2
2019-12-14 03:53:00,4
2019-12-14 03:55:00,4
2019-12-14 03:56:00,2
2019-12-14 03:57:00,2
2019-12-14 03:58:00,4
2019-12-14 03:59:00,3
2019-12-14 04:00:00,1
2019-12-14 04:01:00,4
2019-12-14 04:03:00,4
2019-12-14 04:06:00,4
2019-12-14 04:07:00,4
2019-12-14 04:08:00,2
2019-12-14 04:09:00,2
2019-12-14 04:10:00,3
2019-12-14 04:11:00,1
2019-12-14 04:12:00,4
2019-12-14 04:13:00,4
2019-12-14 04:15:00,4
2019-12-14 04:17:00,4
2019-12-14 04:19:00,4
2019-12-14 04:20:00,4
2019-12-14 04:22:00,4
2019-12-14 04:23:00,2
2019-12-14 04:24:00,2
2019-12-14 04:25:00,4
2019-12-14 04:26:00,1
2019-12-14 04:27:00,3
2019-12-14 04:29:00,4
2019-12-14 04:31:00,4
2019-12-14 04:32:00,4
2019-12-14 04:33:00,4
2019-12-14 04:35:00,4
2019-12-14 04:37:00,2
2019-12-14 04:38:00,2
2019-12-14 04:39:00,4
2019-12-14 04:40:00,4
2019-12-14 04:41:00,2
2019-12-14 04:42:00,2
2019-12-14 04:43:00,2
2019-12-14 04:50:00,2
2019-12-14 04:51:00,4
2019-12-14 04:52:00,1
2019-12-14 04:53:00,3
2019-12-14 04:54:00,4
2019-12-14 04:55:00,4
2019-12-14 04:56:00,4
2019-12-14 04:57:00,2
2019-12-14 04:58:00,2
2019-12-14 04:59:00,4
2019-12-14 05:00:00,4
2019-12-14 05:02:00,4
2019-12-14 05:03:00,4
2019-12-14 05:05:00,4
2019-12-14 05:07:00,4
2019-12-14 05:08:00,4
2019-12-14 05:09:00,4
2019-12-14 05:11:00,4
2019-12-14 05:13:00,4
2019-12-14 05:14:00,4
2019-12-14 05:15:00,1
2019-12-14 05:16:00,3
2019-12-14 05:17:00,2
2019-12-14 05:24:00,2
2019-12-14 05:25:00,2
2019-12-14 05:26:00,2
2019-12-14 05:28:00,1
2019-12-14 05:29:00,7
2019-12-14 05:30:00,7
2019-12-14 05:31:00,5
2019-12-14 05:32:00,4
2019-12-14 05:33:00,4
2019-12-14 05:44:00,4
2019-12-14 10:56:00,8
2019-12-14 23:53:00,1
2019-12-14 23:54:00,1
