28,select * from emissionLinesPort where specObjId=#
2019-12-14 00:36:00,1
2019-12-14 00:41:00,1
2019-12-14 00:50:00,1
2019-12-14 02:04:00,1
2019-12-14 04:00:00,1
2019-12-14 04:02:00,1
2019-12-14 04:42:00,1
2019-12-14 09:25:00,1
2019-12-14 10:46:00,1
2019-12-14 11:18:00,1
2019-12-14 12:33:00,1
2019-12-14 12:48:00,1
2019-12-14 12:51:00,1
2019-12-14 12:59:00,2
2019-12-14 13:08:00,1
2019-12-14 13:14:00,1
2019-12-14 15:31:00,1
2019-12-14 16:01:00,1
2019-12-14 16:03:00,1
2019-12-14 16:26:00,1
2019-12-14 17:09:00,1
2019-12-14 17:49:00,1
2019-12-14 19:38:00,1
2019-12-14 19:48:00,1
2019-12-14 19:52:00,1
2019-12-14 21:06:00,1
2019-12-14 23:00:00,1
