63,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-12-14 01:54:00,1
2019-12-14 02:23:00,1
2019-12-14 04:54:00,1
2019-12-14 07:15:00,1
2019-12-14 07:26:00,1
2019-12-14 07:29:00,1
2019-12-14 07:32:00,1
2019-12-14 07:43:00,1
2019-12-14 08:12:00,1
2019-12-14 08:24:00,1
2019-12-14 08:28:00,1
2019-12-14 09:12:00,1
2019-12-14 09:44:00,1
2019-12-14 09:48:00,2
2019-12-14 10:12:00,1
2019-12-14 10:25:00,1
2019-12-14 10:31:00,2
2019-12-14 10:32:00,3
2019-12-14 10:48:00,1
2019-12-14 10:49:00,1
2019-12-14 11:05:00,1
2019-12-14 11:06:00,1
2019-12-14 11:11:00,1
2019-12-14 11:29:00,2
2019-12-14 11:30:00,1
2019-12-14 11:41:00,4
2019-12-14 11:53:00,1
2019-12-14 15:11:00,1
2019-12-14 15:14:00,1
2019-12-14 15:20:00,1
2019-12-14 15:22:00,1
2019-12-14 15:24:00,1
2019-12-14 15:26:00,1
2019-12-14 15:28:00,1
2019-12-14 15:29:00,1
2019-12-14 15:32:00,1
2019-12-14 15:36:00,1
2019-12-14 15:37:00,1
2019-12-14 15:45:00,1
2019-12-14 16:05:00,1
2019-12-14 16:07:00,1
2019-12-14 16:13:00,1
2019-12-14 16:18:00,1
2019-12-14 16:21:00,1
2019-12-14 16:24:00,1
2019-12-14 16:26:00,1
2019-12-14 16:32:00,1
2019-12-14 16:37:00,1
2019-12-14 16:43:00,1
2019-12-14 16:48:00,1
2019-12-14 16:53:00,1
2019-12-14 22:30:00,1
2019-12-14 23:51:00,1
2019-12-14 23:54:00,1
2019-12-14 23:55:00,1
