165,select * from dbo.fDocColumns(&&&)
2019-12-14 00:00:00,3
2019-12-14 00:08:00,3
2019-12-14 00:59:00,2
2019-12-14 01:15:00,2
2019-12-14 01:20:00,4
2019-12-14 01:35:00,2
2019-12-14 02:00:00,1
2019-12-14 02:05:00,3
2019-12-14 02:12:00,1
2019-12-14 03:17:00,4
2019-12-14 03:18:00,5
2019-12-14 03:45:00,2
2019-12-14 03:47:00,3
2019-12-14 03:50:00,2
2019-12-14 04:16:00,3
2019-12-14 04:26:00,1
2019-12-14 04:43:00,2
2019-12-14 05:23:00,3
2019-12-14 05:28:00,2
2019-12-14 05:44:00,2
2019-12-14 05:53:00,2
2019-12-14 06:18:00,1
2019-12-14 06:26:00,7
2019-12-14 06:27:00,10
2019-12-14 06:28:00,1
2019-12-14 06:32:00,9
2019-12-14 06:33:00,8
2019-12-14 06:34:00,12
2019-12-14 06:35:00,16
2019-12-14 06:36:00,1
2019-12-14 06:51:00,2
2019-12-14 08:11:00,1
2019-12-14 08:16:00,2
2019-12-14 08:50:00,2
2019-12-14 08:55:00,2
2019-12-14 10:32:00,2
2019-12-14 10:42:00,1
2019-12-14 10:56:00,2
2019-12-14 11:02:00,2
2019-12-14 13:02:00,1
2019-12-14 13:40:00,1
2019-12-14 14:32:00,2
2019-12-14 15:08:00,2
2019-12-14 16:08:00,2
2019-12-14 18:26:00,2
2019-12-14 18:42:00,2
2019-12-14 18:58:00,1
2019-12-14 19:09:00,1
2019-12-14 19:13:00,1
2019-12-14 19:21:00,5
2019-12-14 19:29:00,2
2019-12-14 19:30:00,2
2019-12-14 20:45:00,3
2019-12-14 21:44:00,3
2019-12-14 21:58:00,2
