108,select * from galSpecIndx where specObjId=#
2019-12-14 01:08:00,1
2019-12-14 01:12:00,1
2019-12-14 01:13:00,1
2019-12-14 01:45:00,1
2019-12-14 01:56:00,1
2019-12-14 02:10:00,1
2019-12-14 02:15:00,1
2019-12-14 02:41:00,1
2019-12-14 02:47:00,1
2019-12-14 05:29:00,1
2019-12-14 06:02:00,1
2019-12-14 06:27:00,1
2019-12-14 07:19:00,1
2019-12-14 07:23:00,1
2019-12-14 09:48:00,1
2019-12-14 10:01:00,1
2019-12-14 10:03:00,1
2019-12-14 10:57:00,1
2019-12-14 11:26:00,1
2019-12-14 12:22:00,1
2019-12-14 12:27:00,1
2019-12-14 13:18:00,1
2019-12-14 13:22:00,1
2019-12-14 13:24:00,1
2019-12-14 13:35:00,5
2019-12-14 13:36:00,9
2019-12-14 13:53:00,1
2019-12-14 14:01:00,1
2019-12-14 14:58:00,1
2019-12-14 16:21:00,10
2019-12-14 16:22:00,10
2019-12-14 16:23:00,1
2019-12-14 17:10:00,1
2019-12-14 17:35:00,1
2019-12-14 17:41:00,1
2019-12-14 18:15:00,1
2019-12-14 18:25:00,1
2019-12-14 18:50:00,1
2019-12-14 18:58:00,9
2019-12-14 18:59:00,16
2019-12-14 19:00:00,3
2019-12-14 20:03:00,1
2019-12-14 20:19:00,1
2019-12-14 20:45:00,1
2019-12-14 21:06:00,1
2019-12-14 21:41:00,4
2019-12-14 22:24:00,1
2019-12-14 23:05:00,1
2019-12-14 23:50:00,1
2019-12-14 23:52:00,1
