2,"select soa.plate,soa.mjd,soa.fiberid,(soa.segue2_target1 & #),(soa.segue2_target1 & #),(soa.segue2_target1 & #),(soa.segue2_target1),soa.segue2_target2,soa.segue2primary  from SpecObjAll as soa   JOIN PhotoObjAll as ph on ph.objID=soa.bestobjid  WHERE (soa.segue2_target1 & #)!= # and soa.segue2_target1 = # and soa.segue2primary># and soa.segue2_target2 = #"
2019-08-26 12:22:00,1
2019-08-26 12:23:00,1
