2,"SELECT TOP #  p.run,p.rerun,p.camCol,p.field,p.obj  FROM ..Star AS p  JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = P.objID"
2019-08-26 10:16:00,1
2019-08-26 10:18:00,1
