2,"SELECT TOP # p.run,p.rerun,p.camCol,p.field,p.obj, q.fieldQall as quality FROM BESTDR7..Galaxy AS p 	JOIN RunQA AS q ON q.fieldid = p.fieldid"
2019-08-26 07:25:00,1
2019-08-26 07:26:00,1
