120,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-08-26 04:13:00,1
2019-08-26 04:14:00,1
2019-08-26 04:32:00,1
2019-08-26 04:33:00,1
2019-08-26 06:43:00,1
2019-08-26 06:54:00,1
2019-08-26 06:58:00,3
2019-08-26 06:59:00,12
2019-08-26 07:26:00,1
2019-08-26 07:58:00,6
2019-08-26 07:59:00,5
2019-08-26 08:04:00,1
2019-08-26 08:05:00,1
2019-08-26 08:14:00,2
2019-08-26 08:24:00,2
2019-08-26 09:03:00,4
2019-08-26 09:12:00,2
2019-08-26 10:11:00,1
2019-08-26 10:43:00,3
2019-08-26 11:03:00,5
2019-08-26 11:13:00,6
2019-08-26 11:14:00,4
2019-08-26 11:15:00,1
2019-08-26 11:16:00,1
2019-08-26 11:23:00,3
2019-08-26 11:26:00,1
2019-08-26 11:29:00,1
2019-08-26 11:30:00,1
2019-08-26 11:33:00,2
2019-08-26 11:34:00,1
2019-08-26 11:35:00,1
2019-08-26 11:37:00,1
2019-08-26 11:43:00,4
2019-08-26 11:44:00,2
2019-08-26 11:53:00,4
2019-08-26 12:56:00,1
2019-08-26 13:00:00,1
2019-08-26 13:01:00,2
2019-08-26 13:03:00,8
2019-08-26 13:06:00,2
2019-08-26 17:50:00,1
2019-08-26 17:53:00,1
2019-08-26 18:49:00,1
2019-08-26 20:18:00,1
2019-08-26 20:19:00,1
2019-08-26 20:21:00,2
2019-08-26 20:25:00,1
2019-08-26 20:27:00,1
2019-08-26 20:28:00,1
2019-08-26 20:29:00,1
2019-08-26 20:38:00,1
2019-08-26 20:40:00,1
2019-08-26 20:46:00,1
2019-08-26 20:53:00,1
2019-08-26 21:01:00,2
2019-08-26 23:16:00,1
2019-08-26 23:17:00,1
